id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split
1526,computer_security,Информационные технологии,Что из перечисленного ниже является преимуществом тестирования на проникновение?,Результаты часто воспроизводимы,Полное доказательство безопасности: чистый тест означает безопасную систему,"Композиционность свойств безопасности означает, что протестированные компоненты остаются безопасными, даже если другие меняются",Заставляет генеративно-состязательную нейронную сеть сходиться быстрее,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
44,college_mathematics,Математика,"Пусть A - множество всех упорядоченных пар целых чисел (m, n), таких, что 7m + 12n = 22. Какое наибольшее отрицательное число в множестве B = {m + n : (m, n) \ в A}?",-5,-4,-3,-2,B,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",train
5378,high_school_psychology,Общество,Лонгитюдное исследование было бы полезно для оценки чего из перечисленного ниже?,Возрастного различия,Гендерного различия,Культурной среды,Изменения в поведении с течением времени,D,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
13691,virology,Медицина,"В ходе исследования группа людей подвергается воздействию токсина из окружающей среды, но не получает лечения, а за ними наблюдают в течение определенного времени по стандартному набору показателей, чтобы выяснить потенциальное воздействие токсина. Этот тип исследования называется",Клиническим испытанием,Двойным слепым исследованием,Лонгитюдным исследованием,Проспективным когортным исследованием,D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12179,professional_medicine,Медицина,"Ранее здоровая 22-летняя студентка колледжа была доставлена в отделение неотложной помощи своими родителями через 20 минут после того, как они заметили у нее приступ. После приступа она была растеряна и с трудом произносила некоторые слова. У нее были головная боль, кашель и лихорадка в течение 3 дней, которые она лечила ацетаминофеном и декстрометорфаном. Температура 38,9°C (102°F). Неврологическое обследование показывает диффузную гиперрефлексию. При обследовании психического состояния она сбита с толку и страдает от дефицита кратковременной памяти. Она с трудом называет предметы и делает буквальные парафазические ошибки. На МРТ головного мозга выявлена битемпоральная гиперинтенсивность. Сделана люмбальная пункция; анализ спинномозговой жидкости показал количество эритроцитов 340/мм3 , количество лейкоцитов 121/мм3 (88% моноцитов) и концентрацию белка 78 мг/дл. Какой из следующих диагнозов наиболее вероятен?",Бактериальный менингит,Интоксикация декстрометорфаном,Энцефалит простого герпеса,ВИЧ-энцефалопатия,C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
3403,high_school_european_history,История,"Этот вопрос относится к следующей информации.
""Замена Платона на схоластического Аристотеля была ускорена контактом с византийской наукой. Уже на Феррерском соборе (1438), который номинально воссоединил Восточную и Западную церкви, разгорелся спор, в ходе которого византийцы утверждали превосходство Платона над Аристотелем. Козимо и Лоренцо де Медичи оба увлекались Платоном; Козимо основал, а Лоренцо продолжил Флорентийскую академию, которая была в значительной степени посвящена изучению Платона…Гуманисты того времени, однако, были слишком заняты приобретением знаний об античности, чтобы иметь возможность создать что-либо ценное"".
Бертран Рассел, британский философ, История западной философии, 1946
Согласно информации в тексте, школы, основанные семьей Медичи, больше всего отдавали предпочтение философии, известной как",Неоклассицизм,Схоластика,Гуманизм эпохи Возрождения,Неоплатонизм,D,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
683,clinical_knowledge,Медицина,"Термин ""генный допинг"" определяется как:",использование лекарств для модификации транскрипции генов.,использование методов генетических манипуляций для повышения спортивных результатов.,активация или ингибирование генов для маскировки приема лекарств спортсменами.,использование лекарств для модификации гена миостатина.,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
2898,high_school_biology,Биология,"Вам говорят, что в популяции морских свинок 4 процента черные (рецессивные) и 96 процентов коричневые. Что из перечисленного является частотой гетерозиготного состояния?",16 процентов,32 процента,40 процентов,48 процентов,B,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
5908,high_school_world_history,История,"Этот вопрос относится к следующей информации.
""ПОСЛАНИЕ МАХАТМЫ ГАНДИ.
ОСТАВАТЬСЯ НЕНАСИЛЬСТВЕННЫМ
Следующее сообщение было отправлено Махатмой Ганди из Waltair:—
Маулана Мохаммед АХ была арестована в Waltair по статьям 107 и 108, чтобы быть обязанной обеспечивать безопасность и хорошо себя вести в течение одного года. Место и дата судебного разбирательства неизвестны.
Бегум Сахебе и мистеру Хайату было разрешено увидеться с ним после ареста.
Мы с ним собирались выступить на собрании за пределами участка. Он был арестован. Я продолжал ходить на собрания и обращался к ним. Нет причин для печали, но есть все основания для поздравлений. Не должно быть никакого хартала. Следует соблюдать совершенный мир и безмятежность. Я рассматриваю арест как прелюдию к Свараджу и исправлению ошибок Халифата и Пенджаба, если мы сможем оставаться ненасильственными. Сохранить индуистско-мусульманское единство, несмотря на безумие некоторых моплах, и выполнить программу Свадеши.
Я надеюсь, что каждый индиец, мужчина или женщина, будет полностью бойкотировать иностранную ткань и заниматься прядением или ткачеством в каждую свободную минуту.
Стремясь подобно Маулане, будьте настойчивы в отстаивании религиозных и национальных прав.
Давайте заслужим тюремное заключение. Я осознаю невиновность Мауланы и уверен, что заключение невиновных в тюрьму позволит нации достичь заветной цели"".
Мохандас Ганди, Марш паломников, 1921
Указания, указанные в четвертом абзаце, оставаться ненасильственными, скорее всего, вдохновили какое из следующих исторических событий?","Сионистское движение, создавшее современное государство Израиль","Движения за независимость, освободившие государства Юго-Восточной Азии от колониального господства","Движения за гражданские права, изменившие правовой статус меньшинств в Соединенных Штатах","Коммунистическое движение, сменившее правительство Кубы",C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
43,college_mathematics,Математика,"Предположим, что f (1 + x) = f(x) для всех вещественных x. Если f - многочлен и f(5) = 11, то f(15/2)",-11,0,11,33/2,C,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",train
9756,philosophy,Философия,Что из приведенного ниже является примером обмана в бизнес-исследованиях?,Получение материалов компании без разрешения.,"Исследователь, переодетый во время наблюдения.","Исследователь, представляющий свое исследование как посвященное другой теме.","Исследователь, не попросивший разрешения взять у кого-либо интервью.",C,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
9503,nutrition,Медицина,Атерогенный липопротеиновый фенотип (АЛФ) представляет собой совокупность аномалий каких липопротеинов?,"Сниженный уровень ЛПВП, высокая доля мелких плотных ЛПНП и повышенный уровень триглицеридов","Сниженный уровень ЛПВП, высокая доля мелких плотных ЛПНП и нормальных триглицеридов","Повышенный уровень ЛПВП, высокая доля мелких плотных ЛПНП и повышенный уровень триглицеридов","Сниженный уровень ЛПВП, низкая доля мелких плотных ЛПНП и повышенный уровень триглицеридов",A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
1259,college_mathematics,Математика,"Если A является подмножеством действительной строки R и A содержит каждое рациональное число, то какое из следующих значений должно быть истинным?","Если A открыто, то A = R.","Если A закрыто, то A = R.","Если A неисчислимо, то A = R.","Если A неисчислимо, то A открыто.",B,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10270,prehistory,История,На протяжении 99% человеческой истории средства к существованию людей зависели исключительно от _________.,сбора растений,рыбной ловли,сельского хозяйства,фуражировки,D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
600,college_medicine,Медицина,Креатин синтезируется из:,аминокислот в мышцах.,аминокислот в печени.,аминокислот в почках.,креатинина в почках.,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
8793,moral_scenarios,Философия,"В каком из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает поступок, явно противоречащий моральным нормам, принятым в США по состоянию на 2020 год? Сценарий 1 | Как психотерапевт, я работаю со многими пациентами, которые доверяют мне глубоко личные факты о своей жизни, поэтому я обязательно рассказываю их семьям все, что слышу. Сценарий 2 | Когда моя сводная сестра сунула руку в миксер, я быстро нажал на кнопку включения.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
7905,miscellaneous,Общие факты,Какого цвета жидкость Pepto-Bismol?,розового,голубого,прозрачного,зеленого,A,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
4156,high_school_macroeconomics,Экономика,"Если мировая цена на медь превышает внутреннюю (американскую) цену на медь, мы ожидаем, что",Соединенные Штаты станут чистым экспортером меди.,"Соединенные Штаты введут тариф на импорт меди, чтобы защитить отечественных производителей.",спрос на американскую медь упадет.,вырастет дефицит торгового баланса Соединенных Штатов по товарам и услугам.,A,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4875,high_school_psychology,Общество,"Абрахам Маслоу выдвинул идею о том, что некоторые мотивы более важны для выживания, чем другие. Какой из следующих подходов выражает это?",Гомеостатическая регуляция,Постановка целей,Теория ожиданий и ценностей,Иерархия потребностей,D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
11146,professional_law,Право,"Женщина занимается розничной продажей украшений по всей территории Соединенных Штатов. 7 марта женщина отправила производителю украшений следующий заказ на покупку: ""Срочно отправьте 1000 украшений, каталог № B4-IEU, по текущей оптовой цене на наш склад. Благодарю вас за ваше внимание к этому вопросу"". Этот заказ был получен производителем 9 марта. На следующий день производитель ответил по факсу: ""Ваш заказ получен. Дата отправки - 12 марта. Цена - 50 долларов за каждое доставленное украшение. Имейте в виду, что это последние украшения по каталогу #B4-IEU, которые мы можем поставить, поскольку эта разновидность больше не производится"". Получив факс, женщина немедленно отправила следующий факс: ""Отмените наш предыдущий заказ на 1000 украшений по каталогу #B4-IEU. Цена слишком высока"". Предположим, что текущая оптовая рыночная цена составляла 50 долларов за украшение. Действовал ли подлежащий исполнению контракт между женщиной и производителем?","Нет потому, что заказ женщины был слишком неопределенным, чтобы считаться предложением, поскольку он не содержал условия цены.","Нет потому, что даже если заказ женщины был действительным предложением, он был фактически отозван до принятия.","Да потому, что заказ женщины создал действительный опционный контракт.","Да потому, что факс производителя от 10 марта означал принятие предложения женщины.",D,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4957,high_school_psychology,Общество,"Хавьер хочет изучить, как влияет на успеваемость изучение курса химии во второй половине дня, а не утром. У учительницы есть занятия по химии с одинаковым количеством учеников в 8:30 утра и в 13:00, и она вызвалась добровольно участвовать в исследовании. Основной проблемой в этом исследовании будет",плохая репликация,отсутствие гипотезы,спутывающие переменные,трудности с получением информированного согласия,C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
768,college_medicine,Медицина,Тренировка на выносливость увеличивает способность мышц:,сокращаться быстрее.,расщеплять фосфокреатин.,сжигать жиры и углеводы.,генерировать энергию анаэробным путем.,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test
1996,electrical_engineering,Информационные технологии,"Метод отклонения прямые измерения наиболее широко используются, поскольку они",наименее трудоемкий процесс.,самый простой.,самый простой и отнимающий меньше всего времени.,самый точный.,C,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
9174,moral_scenarios,Философия,"Для какого из этих двух сценариев главный персонаж (который использует ""я/мне/мой"") совершает что-то явно морально неправильное согласно обычным моральным стандартам в США на 2020 год? Сценарий 1 | Во время пандемии я устроил вечеринку с друзьями лично. Сценарий 2 | Я сорвал украшения к дню рождения на завтра.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
4485,high_school_microeconomics,Экономика,"Цена труда составляет 2 $, а цена капитала - 1 $. Предельный продукт труда равен 200, а предельный продукт капитала - 50. Что должна сделать фирма?","Увеличить капитал и уменьшить труд так, чтобы предельный продукт капитала упал, а предельный продукт труда вырос.","Увеличить капитал и уменьшить труд так, чтобы предельный продукт капитала вырос, а предельный продукт труда упал.","Уменьшить капитал и увеличить труд так, чтобы предельный продукт капитала вырос, а предельный продукт труда упал.","Уменьшить капитал и увеличить труд так, чтобы предельный продукт капитала упал, а предельный продукт труда вырос.",C,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
3743,high_school_government_and_politics,Политика,Что из приведенного ниже лучше всего описывает судьбу наиболее популярных сторонних движений?,Они вытесняют одну из двух основных партий и сами становятся основными партиями.,"В конечном счете общественность отказывается от них, потому что их политика воспринимается как слишком радикальная.",Их сторонники разочаровываются и выходят из политического процесса.,"Они распадаются, когда одна или обе основные стороны принимают цели третьей стороны.",D,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
2074,elementary_mathematics,Математика,−4 +  ( −3 )=,−7,−1,1,7,A,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
10479,professional_accounting,Бизнес,"Оборот товарно-материальных запасов фирмы (ИТ) в 5 раз превышает себестоимость проданных товаров (COGS) в размере 800000 долларов. Если ИТ улучшает свой оборот в 8 раз, а COGS остается прежней, высвобождается значительная сумма средств или дополнительно инвестируется в товарно-материальные запасы. Фактически,",высвобождается 160000 долларов.,дополнительно инвестируется 100000 долларов.,дополнительно инвестируется 60000 долларов.,высвобождается 60000 долларов.,D,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10263,prehistory,История,"Что, как полагают, является причиной развития сложного общества в Карале в Южной Америке?",необходимость сбора большого количества моллюсков,сооружение каналов для орошения,строительство главной пирамиды,земляные работы по созданию затопленных площадок,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12714,professional_psychology,Общество,Диагноз болезни Альцгеймера может быть наиболее точно подтвержден путем,исключения других этиологий с помощью комплексного психодиагностического обследования,"компьютерной томографии (КТ) или магнитно-резонансной томографии, выявляющих атрофию головного мозга",биопсии мозга,"нейропсихологического тестирования, показывающее ожидаемый профиль дефицитов и сохранных функций",C,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
13449,sociology,Общество,"В теории Маркса ""способ производства"" означает:",способ производства продукции на фабрике,средний показатель производительности труда при капитализме,организация технических и человеческих ресурсов общества,неотъемлемая часть надстройки общества,C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
4701,high_school_microeconomics,Экономика,Земля как фактор производства это,все производственные ресурсы.,все природные ресурсы.,только сельхозугодия.,недвижимость.,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
1203,college_mathematics,Математика,Каков наибольший порядок элемента в группе перестановок из 5 объектов?,5,6,12,15,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
8004,miscellaneous,Общие факты,Какая компания производит печенье Oreo?,General Mills,Nabisco,Keebler,Kraft,B,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
12735,professional_psychology,Общество,"""Согласно модели вероятности сознательной обработки информации, человек, скорее всего, будет полагаться на ""центральный маршрут"" при обработке информации, когда:""",он считает сообщение скучным.,все остальные в группе согласны с сообщением.,"""сообщение находится в пределах его ""широты принятия"""".",он находится в нейтральном или слегка негативном настроении.,D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
14009,world_religions,Философия,Богословский термин homoousios означает что из перечисленного ниже?,из схожей материи,из одного и того же материала,из подобной материи,из человеческой материи,B,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
2592,global_facts,Общие факты,"Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?",15%,35%,55%,75%,B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
13645,us_foreign_policy,Политика,Почему реалисты склонны возражать против влияния исключительности на американскую внешнюю политику?,Это приводит к ослаблению внимания к коллективной безопасности,Это уменьшает перспективы мирового правительства,Это расширяет перспективы мирового правительства,"Это приводит к снижению внимания к безопасности, власти и интересам",D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test
158,high_school_world_history,История,"Этот вопрос относится к следующей информации.
""Действительно, поскольку и фетвы выдающихся [ученых], основывающих свое мнение как на разуме, так и на традиции, и консенсус суннитской общины согласны с тем, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего возвышенного стремления, ибо «религиозное рвение — это победа для веры в Бога Милосердного»; то, в соответствии со словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто делает что-либо против нашего порядка, должен быть изгнан», действия стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)",Поддержания военного превосходства любой ценой,Роста напряженности между религиозными сектами,"Факторов, приведших к краху Османской империи",Миротворческих усилий между исламскими империями,B,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",train
