id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split
13808,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"Эту модель, при разработке управленческих решений, используют для нахождения оптимального числа каналов обслуживания при определенном уровне спроса:
","Модель теории игр
","Модель управления запасами
","Модель теории очередей
","Модель линейного программирования
","Экспертная модель
",C,test
20801,https://oltest.kz/tests/obshchestvennye_nauki/,"Social Science





",Social Science,University,Russian,Social Science (Professional & University in rus),"Принцип разделения властей предусматривает разделение следующих ветвей власти:
","федеральной, социальной, законодательной
","Президентской, парламентской, конституционной
","центральной, региональной, местной
","судебной, законодательной, исполнительной
","партийной, государственной, экономической
",D,test
4503,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),"Число моль анионов, оставшихся в растворе в результате взаимодейтсвия 1 моля нитрата цинка с 2 молями гидроксида натрия",4,6,2,3,,C,test
12161,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),«Сырттандар» ертегісінде бала неден қашатынын көрсетіңіз.,Қасқырдан,Түлкіден,Иттен,Қарсақтан,,A,test
19886,https://ymnik.kz/tests_old/literature/?v=15,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"Композиционная часть некотором царстве, в некотором государстве жили-были … в народной сказке называется:",Развязка.,Зачин.,Экспозиция.,Завязка.,Присказка.,B,test
836,https://ymnik.kz/tests_old/biology_kz/?v=13,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Төменгі қысымды қан жүретін тамыр:,Өкпе көктамыры.,Салатамыр.,Қолқа.,Қылтамыр.,Көктамыр.,D,test
5610,https://oltest.kz/tests/finansy_i_kredit/,"Social Science





","Finance, credit, insurance ",University,Russian,Finance (Professional & University in rus),"Национальный банк РК является:
","государственным банком
","частным банком
","акционерным обществом
","товарищество с ограниченной ответственностью
",кооперативом,A,test
12254,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),І. Есенберлиннің үш ақынның тағдыры туралы шығармасын табыңыз.,«Қатерлі өткел»,«Аманат»,«Ғашықтар»,«Айқас»,,A,test
3513,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),49 г күкірт қышқылын 4 г магний оксидімен өңдеген. Түзілген тұздың массасы,14 г,12 г,16 г,28 г,,B,test
20498,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Внесценические персонажи в маленькой трагедии А.С. Пушкина «Моцарт и Сальери»,"Глюк, Пиччини, Рафаэль, Бомарше, Буонаротти, Данте","Буонаротти, Моцарт, Бомарше","Рафаэль, Пиччини, Алигьери, слепой скрипач","Бомарше, Рафаэль, Алигьери, Моцарт",,A,test
1948,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),Человек относится к типу,Приматов,Рукокрылых,Позвоночных,Хордовых,,D,test
13985,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"Стиль руководства — это:
","отношения, складывающиеся между руководителем и подчиненными
","способы реализации управленческих решений
","относительно устойчивая система типичных способов и приемов воздействия менеджера на подчиненных
","система выработки управленческих решений
","система морально-психологических требований руководителя к членами коллектива в процессе его деятельности
",C,test
14237,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Бөлшекті қысқартыңыз.
\(\frac{2x^2-5x-3}{1-4x^2}\)",\(\frac{x-3}{2x-1}\),\(\frac{x+3}{1-2x}\),\(\frac{x-3}{1-2x}\),\(\frac{x+3}{2x-1}\),,C,test
7096,https://ymnik.kz/tests_old/geography_kz/?v=19,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Ауа райының белгілі бір жерге тән көпжылдық режимі:,ылғалдылық,климат,жел,ауа райы,ауа температурасының ауытқуы,B,test
4817,https://oltest.kz/tests/kultura_i_iskusstvo/,Humanities,Culture and art,University,Russian,Culture and Art (Professional & University in rus),"Какой тип пения характеризует древнетюркскую эпоху:
","Бурдонное двухголосье
","Подголосочное двухголосье
","Монодическое пение
","Бель канто
","Ленточное двухголосье
",A,test
9308,https://ymnik.kz/tests_old/history_kz/?v=40,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),ХІХ ғасырда Польшадан жер аударылғандар жіберілген аймақ,Түркістан,Қарағанды,Сібір,Орал,Верный,C,test
19544,https://ymnik.kz/tests_old/russian/?v=27,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Значение фразеологизма ""брать в свои руки"":","Принимать на себя руководство, управление чем-либо.","Добиваться чего-либо криком, руганью.",Действовать обманным путем.,Настойчиво добиваться чего-либо.,"Делать запись, заметку о чем-либо.",A,test
10879,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қаратпа сөзі бар сөйлем,"Біріншіден, сен кітап оқуды үйрен.","Па, шіркін! Дауысы керемет екен.","Менің ойымның үстінен түстің, Азамат.","Мүмкін, ауылға бүгін кетіп қалармыз.",,C,test
22373,https://itest.kz/ru/endless,Humanities,World_History,High School,Russian,World History (High School in rus),Укажите дату принятия независимости Республики Казахстан.,16 декабря 1986,16 декабря 1959,16 декабря 1991,16 декабря 1992,,C,test
1898,https://ymnik.kz/tests_old/biology/?v=21,STEM,Biology,High School,Russian,Biology (High School in rus),Расщепление по фенотипу для моногибридного скрещивания гетерозигот при неполном доминировании:,1:2:1,1:1,3:1:3,9:3:3:1,3:1,A,test
12217,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),К. Ахметованың орыс тілінде жарық көрген өлеңдер жинағын белгілеңіз.,«Ләйлектер қайтып келгенде»,«Жасыл жағалау»,«Мейірім»,«Арғымақтар даласы»,,A,test
8278,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),"Укажи запрос для выборки данных из таблицы «Customers», где условием является проживание заказчика в городе Almaty.",SELECT * FROM Customers ORDER BY City=”Almaty ”,SELECT Customers WHERE City=”Almaty ”,SELECT * FROM Customers WHERE City=”Almaty ”,SELECT City=”Almaty ” FROM Customers,,C,test
16630,https://oltest.kz/tests/medicina/,STEM,Medicine,University,Russian,Medicine (Professional & University in rus),"Какие отделы слизистой оболочки носа относятся к обонятельной области?
","слизистая оболочка верхних носовых раковин
","слизистая оболочка нижнего отдела перегородки носа
","слизистая оболочка средних носовых раковин
","слизистая оболочка между средним и нижним носовыми ходами
","слизистая оболочка нижних носовых раковин
",A,test
22618,https://ymnik.kz/tests_old/worldhistory/?v=9,Humanities,World_History,High School,Russian,World History (High School in rus),В первый месяц войны ожесточенное сопротивление фашистам оказали защитники:,Киева,Москвы,Дома Павлова,Белостока,Брестской крепости,E,test
17797,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Ток көзі кедергісі \(1,8\) Ом сыммен тұйықталғанда, тізбектегі ток \(0,7\) А болады. Ал осы ток көзін кедергісі \(2,3\) Ом сыммен тұйықталғанда, онда ток күші \(0,56\) А болады. Ток көзінің ЭҚК-і және ішкі кедергісі","\(1,4\) В,   \(0,2\) Ом","\(1,2\) В,   \(0,3\) Ом","\(1,0\) В,   \(0,5\) Ом","\(1,5\) В,   \(0,1\) Ом",,A,test
11272,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қаратпа сөз қатысқан сөйлемді табыңыз.,Молдағазы салмақты жігіт болып өскен.,"Бәрекелді, мынауыңыз жақсы ақыл!","Мен, әрине, ол арадан кетіп қалам.","Неге жүдеусің, Әбіш, денің сау ма?",,D,test
1321,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Қабырғасы қалың бұлшықетті түтікше пішінді жұп мүше:,Қуық,Нефрон,Зәр шығару өзегі,Несепағар,,D,test
4706,https://oltest.kz/tests/kultura_i_iskusstvo/,Humanities,Culture and art,University,Russian,Culture and Art (Professional & University in rus),"Какие из песен исполняются в ритуале похоронно-поминального цикла:
","Толғау
",Терме,"Естірту, жоктау, дауыс
","Сынсу, үкі-ау, коштасу
","Той бастар, бет ашар
",C,test
8234,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),Процедура в Python начинается со служебного слова,while,for,void,def,,D,test
12014,https://itest.kz/kz/endless,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),С. Бегалиннің «Бала Шоқан» шығармасындағы Мысықты қалай атайтынын табыңыз.,Әнші бала,Күйші бала,Қара бала,Сары бала,,D,test
18905,https://ymnik.kz/tests_old/russian/?v=18,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),Абай в стихотворных обращениях к молодёжи призывает следовать пяти добродетелям и избегать пяти пороков.В предложении имеются,сказуемые с разделительными союзами.,обстоятельства с соединительными союзами.,дополнения с соединительным союзом.,дополнения с противительным союзом.,сказуемые с соединительным союзом.,C,test
8282,https://itest.kz/ru/endless,STEM,Informatics,High School,Russian,Informatics (High School in rus),"Алгоритм, в ходе которого система обрабатывает большое число примеров, выявляет закономерности и использует их, чтобы прогнозировать характеристики новых данных, называется",глубокое обучение,обучение без учителя,нейронные сети,машинное обучение,,D,test
10156,https://ymnik.kz/tests_old/history/?v=42,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Для подписания грамоты о российском подданстве в Казахстан было направлено русское посольство во главе с:,Тевкелевым А.,Миллером Г.,Кирилловым И.,Татищевым А.,Рычковым П.,A,test
7807,https://ymnik.kz/tests_old/geography/?v=6,Social Science,Geography,High School,Russian,Geography (High School in rus),Заросли колючих кустарников в долинах рек пустынной зоны Казахстана,колки,тугаи,боры,скрэбы,такыры,B,test
6347,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Қазақстанның ауданы жөнінен Еуразия материгінде алатын орны.,2,7,4,3,,C,test
9333,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),"Нүркен Əбдіров ерлігін көрсетіп, қаза болған шайқас:",Мәскеу,Сталинград,Ленинград,Брест,,B,test
6037,https://oltest.kz/tests/obshcheobrazovatelnye_discipliny/,Others,General education disciplines,University,Russian,General Education Disciplines (Professional & University in rus),"Единичные показатели качества характеризуют:
","какое-то одно свойство изделия
","несколько свойств изделия
","основные три свойства изделия
","нет правильного ответа
","все свойства изделия
",A,test
16241,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"Хозяин овощного ларька купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?",3000 тг,3400 тг,3600 тг,3200 тг,,D,test
18990,https://ymnik.kz/tests_old/russian/?v=74,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).",В дательном падеже.,В родительном падеже.,В винительном падеже.,В именительном падеже.,В предложном падеже.,A,test
11042,https://ymnik.kz/tests_old/kazakh_kz/?v=21,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Синоним сөзді көрсетіңіз.,"Жаңбыр, дауыл.","Оқулық, оқушы.","Құнды, бағалы.","Қарулы, нашар.","Шын, өтірік.",C,test
18150,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),Коэффициент полезного действия может быть,\(\eta=1\),\(\eta\) < \(1\),\(\eta\) > \(1\),\(\eta=0\),,B,test
15062,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Решите уравнение.
\(\log_7x-\log_x7=2,5\)",\(7;49\),\(1;7\),\(4;7\),\(\sqrt7;49\),,D,test
14077,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңдеуді шешіңіз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)",3,2,–3,5,,B,test
16734,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Какое образование знакомит с основными принципами современного производства, вырабатывает навыки обращения с простейшими орудиями труда:
","профессиональное
","политехническое
",общее,"начальное
",специальное,B,test
10223,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),После роспуска Компартии Казахстана была создана новая партия,партия демократов Казахстана,Общественная партия Казахстана,Демократический выбор Казахстана,Социалистическая партия Казахстана,,D,test
13988,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"В каком году произошло объединение Семипалатинской и Восточно-Казахстанской областей?
","1997 г
","1990 г
","1998 г
","1999 г
","1995 г
",A,test
22494,https://itest.kz/ru/endless,Humanities,World_History,High School,Russian,World History (High School in rus),Королевское владение во Франции (XI – XV вв.):,Аллод,Поместье,Лен,Домен,,D,test
16749,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Интеллектуальное чувство, проявляющееся в стремлении к познанию.
",настойчивость,внимание,"импульсивность
",одержимость,"любознательность
",E,test
1196,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Организмге қажетті  энергияның 25-30% -ын не береді?,Ферменттер,Көмірсулар,Липидтер,Нәруыздар,,C,test
16255,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"Для оформления зала взяли синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых взяли для оформления?",155,108,112,263,,B,test
6406,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Қазақстандағы химия өнеркәсібінің қанша саласы бар екенін табыңыз.,1,3,4,2,,B,test
17663,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Радиолокатор электронды-сәулелік түтікшесінің горизонталь уақыттық жаймасы \(2\) мс болса, ең үлкен барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)",\(300\) км,\(200\) км,\(350\) км,\(250\) км,,A,test
21487,https://ymnik.kz/tests_old/worldhistory_kz/?v=25,Humanities,World_History,High School,Kazakh,World History (High School in kaz),XX ғасырдың басында дүниежүзінің барлық сауда флотының 40 %-н қолына шоғырландырған мемлекет:,Италия.,АҚШ.,Голландия.,Англия.,Франция.,D,test
109,https://oltest.kz/tests/buhgalterskiy_uchet_i_audit/,"Social Science





",Accounting and auditing,University,Russian,Accounting and Auditing (Professional & University in rus),Расчет заработной платы составляется в:,в рапорте о выработке бригады,"
расчетной ведомости","верны ответы А, С","
в маршрутных листах в сочетании с рапортом выработки за смену",в ведомости учета выработки,B,test
16973,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Көлемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","\(1,25\cdot10^{25}   \)","\(1,45\cdot10^{27}\)","\(1,45\cdot10^{25 }  \)","\(1,25\cdot10^{27 }    \)",,B,test
15475,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Выполните сложение.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)",\(-27\),\(-26\frac13\),\(-27\frac23\),\(-27\frac56\),,D,test
6788,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Африканың ең ірі өнеркәсіпті ауданы.,Зимбабве,Нджамена,Витватерсранд,Ботсвана,,C,test
22361,https://ymnik.kz/tests_old/worldhistory/?v=86,Humanities,World_History,High School,Russian,World History (High School in rus),Первым добрался до порта Каликут через Индийский океан::,Х. Колумб,Б. Диаш,Ф. Магеллан,А. Веспуччи,В. да Гама,E,test
11646,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Көптік жалғауы жалғанбайтын қатарды табыңыз.,"Қуаныш, кезең, мәтін.","2 кг алма, тары, мол.","Жілік, соқпақ, бала.","Байланыс, төбе, сандық.",,B,test
2229,https://ymnik.kz/tests_old/biology/?v=36,STEM,Biology,High School,Russian,Biology (High School in rus),Психический процесс воспроизведения прошлого опыта,Внимание,Память,Сон,Эмоции,Воображение,B,test
16276,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"В поездку из города Аркалык в город Астана на экскурсию собрались учащиеся «10 Б» класса. В разделе «Льготы» было указано, что для школьников предоставляется скидка 50%. Всего было потрачено 24200 тенге. Сколько учащихся поедет в плацкартном вагоне, если цена билета на плацкартный вагон 1900 тенге, а в купейный 3200 тенге?",12,8,9,14,,A,test
17287,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),Бірдей үш конденсатор тұрақты кернеу көзіне қосып зарядтады. Конденсаторлардың астарларының заряд таңбалары бірдей болатын бағытта параллель қосқандағы энергиясы \((W_1)\) мен тізбектей қосқандағы энергиясын \((W_2)\) салыстыр,\(W_2=W_1\),\(W_2=9W_1\),\(W_1=2W_2\),\(W_1=9W_2\),,A,test
13290,https://itest.kz/kz/endless,Humanities,Law,High School,Kazakh,Law (High School in kaz),"«Барлық адам өледі.  Юлий Цезарь – адам. Демек, Юлий Цезарь өледі». Бұл мәтінде қандай әдіс қолданылыған?",Анализ,Индукция,Дедукция,Синтез,,C,test
3703,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"Метальдегид тұрмыста «құрғақ спирт» деп аталатын отын ретінде қолданылады. Құрмаында 4% қоспасы бар 8,5 г кальций карбидінен алынған ацетилен Кучеров реакциясы арқылы альдегидке айналдырылды. Алынған альдегидпен күміс (I) оксидінің аммиактағы ерітіндісі әрекеттескенде бөлінетін күмістің массасы (г)","27,54","31,02","32,64","29,67",,A,test
19786,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"«Плохо, когда двор без ушей, а дом без глаз». В данных словах Февронии («Повесть о Петре и Февронии Муромских») использован такой художественный приём, как",перифраз,гипербола,аллегория,антитеза,,C,test
8770,https://ymnik.kz/tests_old/history_kz/?v=13,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),"Қазақстан жоғары оқу орындарының студенттеріне 1995ж. бастап АҚШ-тың, Батыс Европаның оқу орындарында білім алуға мүмкіндік берген бағдарлама:",“Атамекен”.,“Ақ бота”.,“Болашақ”.,“Әділет”.,“Бөбек”.,C,test
11196,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Шартты бағыныңқы сабақтасты көрсетіңіз.,Бүгін жаңа ай туды.,"Ойымдағыны айтпақшы едім, ол кетіп қалды.","Кітабын оқып болғандықтан, досына бере салды.","Қазір сабағыңды жақсы оқысаң, ертең «5» аласың.",,D,test
15180,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),Решите уравнение: \(7x-(3+2x)=x+9\),2,1,4,3,,D,test
7420,https://ymnik.kz/tests_old/geography/?v=71,Social Science,Geography,High School,Russian,Geography (High School in rus),Heт постоянного населения на материке,Северная Америка.,Южная Америка.,Африка.,стралия.,Антарктида.,E,test
676,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Үшкірқұрттың аузы орналасады?,Қарнында,Арқасында,Соңғы бөлігінде,Алдыңғы ұшында,,D,test
14564,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Өрнекті ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)",\(1 – c^3\),\((1 + c)(1 – c^2)\),\(1 + c^3\),\(1 + 2c^3\),,C,test
8473,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Юридически обеспеченная возможность определять юридическую судьбу имущества — это:
","право пользования
","право залога
","право ответственности
","право владения
","право распоряжения
",E,test
14808,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Көбейтуді орындаңыз.
\(\frac{x^4}{y^3}\cdot\frac{y^2}{x^3}\)",\(\frac{y}{x}\),\(\frac{x}{y}\),\(\frac{1}{y}\),\(x\),,B,test
20051,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),Рассказ Л.Н. Андреева «Баргамот и Гараська» является,историческим,фантастическим,пасхальным,святочным,,C,test
20010,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),А.А. Бестужев-Марлинский – автор повести,«Ревельский турнир»,«Бедная Лиза»,«Эротида»,«Барышня-крестьянка»,,A,test
1441,https://ymnik.kz/tests_old/biology/?v=42,STEM,Biology,High School,Russian,Biology (High School in rus),К факторам живой природы относится:,Температура,Минеральные вещества,Образование перегноя,Влажность почвы,Свет,C,test
1444,https://ymnik.kz/tests_old/biology/?v=31,STEM,Biology,High School,Russian,Biology (High School in rus),"Слонов относят к группе копытных животных, так как",Передняя часть пальцев оканчивается копытцем,Кожа покрыта волосяным покровом,Травоядные животные,Детеныши рождаются зрячими,От хищников спасаются бегством,A,test
