id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_a,bcq_results_for_position_c,bcq_results_for_position_d
12735,professional_psychology,Общество,"""Согласно модели вероятности сознательной обработки информации, человек, скорее всего, будет полагаться на ""центральный маршрут"" при обработке информации, когда:""",он считает сообщение скучным.,все остальные в группе согласны с сообщением.,"""сообщение находится в пределах его ""широты принятия"""".",он находится в нейтральном или слегка негативном настроении.,D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,"question: ""Согласно модели вероятности сознательной обработки информации, человек, скорее всего, будет полагаться на ""центральный маршрут"" при обработке информации, когда:""","A)
question: ""В соответствии с моделью вероятности осознанной переработки информации, человек, вероятнее всего, будет опираться на ""центральный маршрут"" при переработке информации, когда:""

B)
question: ""Согласно модели шансов сознательной обработки данных, индивид, скорее всего, будет полагаться на ""центральный маршрут"" при обработке данных, когда:""

C)
question: ""Согласно вероятностной модели сознательной обработки сведений, человек, скорее всего, будет полагаться на ""центральный маршрут"" при обработке сведений, когда:""

D)
question: ""В соответствии с моделью вероятности сознательной обработки информации, индивид, вероятнее всего, станет опираться на ""центральный маршрут"" при обработке информации, когда:""","question: ""В соответствии с моделью вероятности осознанной переработки информации, человек, вероятнее всего, будет опираться на ""центральный маршрут"" при переработке информации, когда:""","question: ""Согласно модели шансов сознательной обработки данных, индивид, скорее всего, будет полагаться на ""центральный маршрут"" при обработке данных, когда:""","question: ""Согласно вероятностной модели сознательной обработки сведений, человек, скорее всего, будет полагаться на ""центральный маршрут"" при обработке сведений, когда:""","question: ""В соответствии с моделью вероятности сознательной обработки информации, индивид, вероятнее всего, станет опираться на ""центральный маршрут"" при обработке информации, когда:""",B,B,B,B
14009,world_religions,Философия,Богословский термин homoousios означает что из перечисленного ниже?,из схожей материи,из одного и того же материала,из подобной материи,из человеческой материи,B,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,question: Богословский термин homoousios означает что из перечисленного ниже?,"A)
question: Теологический термин homoousios означает что из перечисленного ниже?

B)
question: Богословский термин homoousios означает какой из перечисленных ниже?

C)
question: Богословский термин homoousios обозначает что из перечисленного ниже?

D)
question: Теологический термин homoousios обозначает какой из перечисленных ниже?",question: Теологический термин homoousios означает что из перечисленного ниже?,question: Богословский термин homoousios означает какой из перечисленных ниже?,question: Богословский термин homoousios обозначает что из перечисленного ниже?,question: Теологический термин homoousios обозначает какой из перечисленных ниже?,B,B,B,B
2592,global_facts,Общие факты,"Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?",15%,35%,55%,75%,B,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"question: Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?","A)
question: Какой процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?

B)
question: Каков процент детей в возрасте 13-15 лет в США, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?

C)
question: Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о потасовке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?

D)
question: Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или более раз за последние 12 месяцев по состоянию на 2015 год?","question: Какой процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?","question: Каков процент детей в возрасте 13-15 лет в США, которые сообщили о драке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?","question: Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о потасовке в школе один или несколько раз за последние 12 месяцев по состоянию на 2015 год?","question: Каков процент детей в возрасте 13-15 лет в Соединенных Штатах, которые сообщили о драке в школе один или более раз за последние 12 месяцев по состоянию на 2015 год?",B,B,B,B
13645,us_foreign_policy,Политика,Почему реалисты склонны возражать против влияния исключительности на американскую внешнюю политику?,Это приводит к ослаблению внимания к коллективной безопасности,Это уменьшает перспективы мирового правительства,Это расширяет перспективы мирового правительства,"Это приводит к снижению внимания к безопасности, власти и интересам",D,"Дан вопрос по теме {subject}: {text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Определи, какой вариант ответа правильный. Напиши только букву этого ответа: A, B, C, D. Ответ:",test,question: Почему реалисты склонны возражать против влияния исключительности на американскую внешнюю политику?,"A)
question: Почему реалисты склонны протестовать против воздействия исключительности на американскую внешнюю политику?

B)
question: Почему реалисты имеют тенденцию возражать против влияния исключительности на американскую внешнюю политику?

C)
question: Почему реалисты склонны возражать против влияния уникальности на американскую внешнюю политику?

D)
question: Почему теоретики-реалисты склонны возражать против влияния исключительности на внешнюю политику США?",question: Почему реалисты склонны протестовать против воздействия исключительности на американскую внешнюю политику?,question: Почему реалисты имеют тенденцию возражать против влияния исключительности на американскую внешнюю политику?,question: Почему реалисты склонны возражать против влияния уникальности на американскую внешнюю политику?,question: Почему теоретики-реалисты склонны возражать против влияния исключительности на внешнюю политику США?,B,B,C,B
158,high_school_world_history,История,"Этот вопрос относится к следующей информации.
""Действительно, поскольку и фетвы выдающихся [ученых], основывающих свое мнение как на разуме, так и на традиции, и консенсус суннитской общины согласны с тем, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего возвышенного стремления, ибо «религиозное рвение — это победа для веры в Бога Милосердного»; то, в соответствии со словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто делает что-либо против нашего порядка, должен быть изгнан», действия стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)",Поддержания военного превосходства любой ценой,Роста напряженности между религиозными сектами,"Факторов, приведших к краху Османской империи",Миротворческих усилий между исламскими империями,B,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",train,"question: Этот вопрос относится к следующей информации.
""Действительно, поскольку и фетвы выдающихся [ученых], основывающих свое мнение как на разуме, так и на традиции, и консенсус суннитской общины согласны с тем, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего возвышенного стремления, ибо «религиозное рвение — это победа для веры в Бога Милосердного»; то, в соответствии со словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто делает что-либо против нашего порядка, должен быть изгнан», действия стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)","A)
question: Этот вопрос относится к нижеследующей информации.
""По правде говоря, поскольку и фетвы выдающихся [ученых], опирающих свои суждения как на разум, так и на традицию, и консенсус суннитского сообщества сходятся во мнении, что древнее обязательство по искоренению, истреблению и изгнанию злых нововведений должно составлять цель нашего благородного стремления, ибо «религиозное рвение — это триумф для веры в Милосердного Бога»; то, согласно изречениям Пророка (мир ему!), «всякий, кто вводит в наш строй злые новшества, должен быть изгнан» и «всякий, кто совершает что-либо против нашего строя, должен быть изгнан», меры стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)

B)
question: Этот вопрос относится к последующей информации.
""Воистину, поскольку и фетвы выдающихся [ученых], обосновывающих свои мнения как на разуме, так и на предании, и консенсус суннитской уммы единодушно утверждают, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего возвышенного устремления, ибо «религиозное рвение — это победа для веры в Милосердного Бога»; то, в согласии со словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто совершает что-либо против нашего порядка, должен быть изгнан», действия стали нужными и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)

C)
question: Этот вопрос касается нижеприведённой информации.
""Действительно, так как и фетвы выдающихся [ученых], базирующих свои взгляды как на разуме, так и на традиции, и консенсус суннитского общества сходятся в том, что древний долг по искоренению, истреблению и изгнанию злых новшеств должен быть целью нашего возвышенного стремления, ибо «религиозная ревность — это победа для веры в Милосердного Бога»; то, в соответствии с словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто делает что-либо против нашего порядка, должен быть изгнан», действия стали нужными и срочными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)

D)
question: Этот вопрос относится к следующей информации.
""По правде, поскольку и фетвы выдающихся [ученых], опирающих свои убеждения как на разум, так и на предание, и консенсус суннитского сообщества соглашаются, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего высокого стремления, ибо «религиозный пыл — это победа для веры в Милосердного Бога»; то, в соответствии со словами Пророка (мир ему!), «всякий, кто вводит в наш строй злые новшества, должен быть изгнан» и «всякий, кто совершает что-либо против нашего строя, должен быть изгнан», меры стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)","question: Этот вопрос относится к нижеследующей информации.
""По правде говоря, поскольку и фетвы выдающихся [ученых], опирающих свои суждения как на разум, так и на традицию, и консенсус суннитского сообщества сходятся во мнении, что древнее обязательство по искоренению, истреблению и изгнанию злых нововведений должно составлять цель нашего благородного стремления, ибо «религиозное рвение — это триумф для веры в Милосердного Бога»; то, согласно изречениям Пророка (мир ему!), «всякий, кто вводит в наш строй злые новшества, должен быть изгнан» и «всякий, кто совершает что-либо против нашего строя, должен быть изгнан», меры стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)","question: Этот вопрос относится к последующей информации.
""Воистину, поскольку и фетвы выдающихся [ученых], обосновывающих свои мнения как на разуме, так и на предании, и консенсус суннитской уммы единодушно утверждают, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего возвышенного устремления, ибо «религиозное рвение — это победа для веры в Милосердного Бога»; то, в согласии со словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто совершает что-либо против нашего порядка, должен быть изгнан», действия стали нужными и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)","question: Этот вопрос касается нижеприведённой информации.
""Действительно, так как и фетвы выдающихся [ученых], базирующих свои взгляды как на разуме, так и на традиции, и консенсус суннитского общества сходятся в том, что древний долг по искоренению, истреблению и изгнанию злых новшеств должен быть целью нашего возвышенного стремления, ибо «религиозная ревность — это победа для веры в Милосердного Бога»; то, в соответствии с словами Пророка (мир ему!), «всякий, кто вводит в наш порядок злые новшества, должен быть изгнан» и «всякий, кто делает что-либо против нашего порядка, должен быть изгнан», действия стали нужными и срочными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)","question: Этот вопрос относится к следующей информации.
""По правде, поскольку и фетвы выдающихся [ученых], опирающих свои убеждения как на разум, так и на предание, и консенсус суннитского сообщества соглашаются, что древнее обязательство по искоренению, уничтожению и изгнанию злых нововведений должно быть целью нашего высокого стремления, ибо «религиозный пыл — это победа для веры в Милосердного Бога»; то, в соответствии со словами Пророка (мир ему!), «всякий, кто вводит в наш строй злые новшества, должен быть изгнан» и «всякий, кто совершает что-либо против нашего строя, должен быть изгнан», меры стали необходимыми и неотложными...""
Письмо османского султана Селима I шаху Исмаилу I Сефеви, 1514 г.
Наиболее наглядным примером чего является письмо Селима I? (выберите из перечисленного)",B,B,B,B
4632,high_school_microeconomics,Экономика,Потолок цен характеризуется,"ценой, установленной ниже текущей (или равновесной) рыночной цены товара.","ценой, установленной выше текущей (или равновесной) рыночной цены товара.",сдвигом кривой (функции) спроса.,сдвигом кривой предложения.,A,"Ниже приведен вопрос на определенную профессиональную тематику {subject} и даны варианты ответа A, B, C, D. Гарантируется, что только один из ответов правильный.
Правильно ответьте на вопрос, выбрав букву A, B, C или D:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,question: Потолок цен характеризуется,"A)
question: Верхний предел цен характеризуется

B)
question: Максимальный уровень цен характеризуется

C)
question: Лимит цен характеризуется

D)
question: Верхняя граница цен характеризуется",question: Верхний предел цен характеризуется,question: Максимальный уровень цен характеризуется,question: Лимит цен характеризуется,question: Верхняя граница цен характеризуется,B,B,B,B
6980,management,Бизнес,Кого из авторов интересовала реакция рабочих на ключевые характеристики бюрократии?,Мертон,Вебер,Гоулднер,Майо,C,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test,question: Кого из авторов интересовала реакция рабочих на ключевые характеристики бюрократии?,"A)
question: Кого из писателей волновала реакция работников на основные признаки бюрократии?

B)
question: Кого из авторов интересовал ответ рабочих на ключевые характеристики бюрократии?

C)
question: Кого из исследователей интересовала реакция служащих на главные черты бюрократии?

D)
question: Кого из авторов занимала реакция рабочих по ключевым характеристикам бюрократии?",question: Кого из писателей волновала реакция работников на основные признаки бюрократии?,question: Кого из авторов интересовал ответ рабочих на ключевые характеристики бюрократии?,question: Кого из исследователей интересовала реакция служащих на главные черты бюрократии?,question: Кого из авторов занимала реакция рабочих по ключевым характеристикам бюрократии?,B,B,C,D
4319,high_school_mathematics,Математика,"Если $f(x) = 2 $ для всех действительных чисел $x$, каково значение $f(x + 2)$?",2,4,0,1,A,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"question: Если $f(x) = 2 $ для всех действительных чисел $x$, каково значение $f(x + 2)$?","A)
question: Когда $f(x) = 2 $ для всех действительных чисел $x$, каково значение $f(x + 2)$?

B)
question: Если $f(x) = 2 $ для каждого действительного числа $x$, каково значение $f(x + 2)$?

C)
question: Если $f(x) = 2 $ для всех действительных чисел $x$, какое значение $f(x + 2)$?

D)
question: Если $f(x) = 2 $ для всех реальных чисел $x$, каково значение $f(x + 2)$?","question: Когда $f(x) = 2 $ для всех действительных чисел $x$, каково значение $f(x + 2)$?","question: Если $f(x) = 2 $ для каждого действительного числа $x$, каково значение $f(x + 2)$?","question: Если $f(x) = 2 $ для всех действительных чисел $x$, какое значение $f(x + 2)$?","question: Если $f(x) = 2 $ для всех реальных чисел $x$, каково значение $f(x + 2)$?",B,B,C,B
8773,moral_scenarios,Философия,"Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает что-то явно морально неправильное, согласно обычным моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я дал пощечину своей сестре по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых друзей, потому что двое из них афроамериканцы.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test,"question: Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает что-то явно морально неправильное, согласно обычным моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я дал пощечину своей сестре по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых друзей, потому что двое из них афроамериканцы.","A)
question: Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") делает что-то явно морально неправильное, согласно обычным моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я шлёпнул свою сестру по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых друзей, потому что двое из них афроамериканцы.

B)
question: Для какого из этих двух случаев главный персонаж (использующий ""я/мне/мой"") совершает нечто явно морально недопустимое, согласно принятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я ударил свою сестру по голове. Сценарий 2 | Я сказал своей дочери Кейле, что ей следует найти новых приятелей, потому что двое из них афроамериканцы.

C)
question: Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает поступок, который явно считается морально неправильным, согласно общепринятым моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я хлопнул свою сестру по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна завести новых друзей, потому что двое из них афроамериканцы.

D)
question: Для какого из этих двух сценариев протагонист (использующий ""я/мне/мой"") совершает нечто явно аморальное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Я дал пощёчину своей сестре по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых знакомых, потому что двое из них афроамериканцы.","question: Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") делает что-то явно морально неправильное, согласно обычным моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я шлёпнул свою сестру по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых друзей, потому что двое из них афроамериканцы.","question: Для какого из этих двух случаев главный персонаж (использующий ""я/мне/мой"") совершает нечто явно морально недопустимое, согласно принятым моральным нормам в США по состоянию на 2020 год? Сценарий 1 | Я ударил свою сестру по голове. Сценарий 2 | Я сказал своей дочери Кейле, что ей следует найти новых приятелей, потому что двое из них афроамериканцы.","question: Для какого из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает поступок, который явно считается морально неправильным, согласно общепринятым моральным стандартам в США по состоянию на 2020 год? Сценарий 1 | Я хлопнул свою сестру по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна завести новых друзей, потому что двое из них афроамериканцы.","question: Для какого из этих двух сценариев протагонист (использующий ""я/мне/мой"") совершает нечто явно аморальное, в соответствии с обычными моральными стандартами в США по состоянию на 2020 год? Сценарий 1 | Я дал пощёчину своей сестре по голове. Сценарий 2 | Я сказал своей дочери Кейле, что она должна найти новых знакомых, потому что двое из них афроамериканцы.",B,B,B,B
11318,professional_law,Право,"Однажды днем после школы 14-летняя девочка зашла в аптеку.  Находясь в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина увидел, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что",предупреждения о правиле Миранды не обязательно рассказывать несовершеннолетним.,"замечание охранника было обвинением, а не допросом.",охранник не был нанят каким-либо правительственным учреждением.,девочка не находилась под стражей.,C,"В вопросе ""{text}"" по теме ""{subject}"" есть только один правильный ответ. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Все варианты индексируются одной буквой. Найди правильный ответ и выведи только его букву. Ответ:",test,"question: Однажды днем после школы 14-летняя девочка зашла в аптеку.  Находясь в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина увидел, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что","A)
Однажды днем после уроков 14-летняя школьница зашла в аптеку.  Будучи в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина увидел, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что

B)
Как-то днем после школы 14-летняя ученица вошла в аптеку.  Находясь в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина заметил, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что

C)
Однажды днем после занятий 14-летняя школьница зашла в аптеку.  Будучи в торговом зале, она схватила шоколадный батончик и засунула его в карман пальто. Сотрудник охраны магазина заметил, что она сделала, но девочка этого не знала. Он сразу выбежал на улицу, схватил ее за руку и обвинил в воровстве шоколадного батончика. Девочка не выдержала и расплакалась. Потом она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает подтвердить то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что

D)
Как-то днем после уроков 14-летняя школьница заглянула в аптеку.  Находясь в магазине, она подобрала шоколадный батончик и поместила его в карман пальто. Охранник магазина приметил, что она сделала, но девочка об этом не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что","Однажды днем после уроков 14-летняя школьница зашла в аптеку.  Будучи в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина увидел, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что","Как-то днем после школы 14-летняя ученица вошла в аптеку.  Находясь в магазине, она взяла шоколадный батончик и положила его в карман пальто. Охранник магазина заметил, что она сделала, но девочка этого не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что","Однажды днем после занятий 14-летняя школьница зашла в аптеку.  Будучи в торговом зале, она схватила шоколадный батончик и засунула его в карман пальто. Сотрудник охраны магазина заметил, что она сделала, но девочка этого не знала. Он сразу выбежал на улицу, схватил ее за руку и обвинил в воровстве шоколадного батончика. Девочка не выдержала и расплакалась. Потом она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает подтвердить то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что","Как-то днем после уроков 14-летняя школьница заглянула в аптеку.  Находясь в магазине, она подобрала шоколадный батончик и поместила его в карман пальто. Охранник магазина приметил, что она сделала, но девочка об этом не знала. Он немедленно выбежал на улицу, схватил ее за руку и обвинил в краже шоколадного батончика. Девочка не выдержала и начала плакать. Затем она сказала охраннику, что проголодалась, потому что не ела ничего на обед. На слушании в суде по делам несовершеннолетних охранник предлагает засвидетельствовать то, что сказала девочка. При возражении адвоката девочки самой веской причиной для признания ее заявления будет то, что",A,B,B,A
