question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
4576,How many calories of heat must be added to 3.0 liters of water to raise the temperature of the water from 20°C to 80°C?,360 Kcal,420 Kcal,90 Kcal,180 Kcal,120 Kcal,210 Kcal,240 Kcal,300 Kcal,600 Kcal,150 Kcal,D,3,chemistry,stemez-Chemistry,,test,How many calories of heat must be added to 3.0 liters of water to raise the temperature of the water from 20°C to 80°C?,"A)
What quantity of calories of thermal energy ought to be supplied to 3.0 liters of liquid to increase the thermal state of the liquid from 20°C to 80°C?

B)
What amount of calories of warmth should be provided to 3.0 liters of H2O to elevate the reading of the H2O from 20°C to 80°C?

C)
What number of calories of energy must be transferred to 3.0 liters of fluid to boost the warmth of the fluid from 20°C to 80°C?

D)
What total of calories of heat need to be delivered to 3.0 liters of moisture to lift the intensity of the moisture from 20°C to 80°C?",What quantity of calories of thermal energy ought to be supplied to 3.0 liters of liquid to increase the thermal state of the liquid from 20°C to 80°C?,What amount of calories of warmth should be provided to 3.0 liters of H2O to elevate the reading of the H2O from 20°C to 80°C?,What number of calories of energy must be transferred to 3.0 liters of fluid to boost the warmth of the fluid from 20°C to 80°C?,What total of calories of heat need to be delivered to 3.0 liters of moisture to lift the intensity of the moisture from 20°C to 80°C?,A,B,C,D
11772,"(a) A shunt motor is running at 1200 rpm for a load which requires an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the effect of armature reaction has reduced the air-gap flux 2 percent from no load to full load, determine the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, assuming that the motor, at standstill, is connected across rated voltage ? How much external resistance must be connected in the armature circuit to limit the current at starting to 125 percent full-load armature current ?","No-load speed is 1000 rpm, Line current is 1400 amp, External resistance is 2.5 ohms","No-load speed is 1300 rpm, Line current is 1600 amp, External resistance is 3.5 ohms","No-load speed is 1220 rpm, Line current is 55 amp, External resistance is 0.3 ohms","No-load speed is 1280 rpm, Line current is 57 amp, External resistance is 0.45 ohms","No-load speed is 1230 rpm, Line current is 54 amp, External resistance is 0.35 ohms","No-load speed is 1250 rpm, Line current is 58 amp, External resistance is 0.25 ohms","No-load speed is 1150 rpm, Line current is 52 amp, External resistance is 0.4 ohms","No-load speed is 1211 rpm, Line current is 1534 amp, External resistance is 3.2 ohms","No-load speed is 1180 rpm, Line current is 60 amp, External resistance is 0.2 ohms","No-load speed is 1100 rpm, Line current is 1500 amp, External resistance is 3.0 ohms",H,7,engineering,stemez-ElectricalMachines,,test,"(a) A shunt motor is running at 1200 rpm for a load which requires an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the effect of armature reaction has reduced the air-gap flux 2 percent from no load to full load, determine the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, assuming that the motor, at standstill, is connected across rated voltage ? How much external resistance must be connected in the armature circuit to limit the current at starting to 125 percent full-load armature current ?","A)
(a) A shunt motor is operating at 1200 rpm for a load which needs an armature current of 50 amp from a 230-volt supply. At zero load the armature current is 5 amp. If the impact of armature reaction has decreased the air-gap flux 2 percent from zero load to full load, calculate the zero-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, supposing that the motor, at rest, is connected across rated voltage ? How much external resistance must be linked in the armature circuit to restrict the current at starting to 125 percent full-load armature current ?

B)
(a) A shunt motor is spinning at 1200 rpm for a load which demands an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the influence of armature reaction has lessened the air-gap flux 2 percent from no load to full load, find the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, assuming that the machine, at standstill, is joined across rated voltage ? How much extra resistance must be connected in the armature circuit to cap the current at starting to 125 percent full-load armature current ?

C)
(a) A shunt motor is rotating at 1200 rpm for a load which necessitates an armature current of 50 amp from a 230-volt source. At idle the armature current is 5 amp. If the result of armature reaction has diminished the air-gap flux 2 percent from idle to full load, solve the idle speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, presuming that the motor, at a stop, is hooked across rated voltage ? How much additional resistance must be attached in the armature circuit to regulate the current at starting to 125 percent full-load armature current ?

D)
(a) A shunt motor is turning at 1200 rpm for a load which calls for an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the consequence of armature reaction has lowered the air-gap flux 2 percent from no load to full load, evaluate the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, taking that the motor, at standstill, is wired across rated voltage ? How much outer resistance must be coupled in the armature circuit to restrain the current at starting to 125 percent full-load armature current ?","(a) A shunt motor is operating at 1200 rpm for a load which needs an armature current of 50 amp from a 230-volt supply. At zero load the armature current is 5 amp. If the impact of armature reaction has decreased the air-gap flux 2 percent from zero load to full load, calculate the zero-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, supposing that the motor, at rest, is connected across rated voltage ? How much external resistance must be linked in the armature circuit to restrict the current at starting to 125 percent full-load armature current ?","(a) A shunt motor is spinning at 1200 rpm for a load which demands an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the influence of armature reaction has lessened the air-gap flux 2 percent from no load to full load, find the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, assuming that the machine, at standstill, is joined across rated voltage ? How much extra resistance must be connected in the armature circuit to cap the current at starting to 125 percent full-load armature current ?","(a) A shunt motor is rotating at 1200 rpm for a load which necessitates an armature current of 50 amp from a 230-volt source. At idle the armature current is 5 amp. If the result of armature reaction has diminished the air-gap flux 2 percent from idle to full load, solve the idle speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, presuming that the motor, at a stop, is hooked across rated voltage ? How much additional resistance must be attached in the armature circuit to regulate the current at starting to 125 percent full-load armature current ?","(a) A shunt motor is turning at 1200 rpm for a load which calls for an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the consequence of armature reaction has lowered the air-gap flux 2 percent from no load to full load, evaluate the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, taking that the motor, at standstill, is wired across rated voltage ? How much outer resistance must be coupled in the armature circuit to restrain the current at starting to 125 percent full-load armature current ?",A,B,C,D
974,"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",The ICJ has often supported the accumulation theory,"The ICJ considers each instance of armed force individually, not cumulatively",The ICJ has never addressed this issue,"The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force",The ICJ has shown mixed views on the accumulation theory,In the Nicaragua case the ICJ dismissed the accumulation theory,The ICJ was not hostile to the accumulation theory,The ICJ has consistently rejected the concept of an armed attack arising from cumulative instances,The ICJ has yet to make a definitive ruling on the accumulation theory,The ICJ ruled in favor of the accumulation theory in the Bosnia and Herzegovina case,G,6,law,ori_mmlu-international_law,,test,"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?","A)
Is the ICJ averse to the notion that a military strike might occur via a sequence of lower magnitude, though collective, examples of kinetic power?

B)
Is the court opposed to the concept that an armed assault can emerge through a succession of lower severity, but aggregate, episodes of lethal force?

C)
Is the tribunal resistant to the theory that a belligerent act may result from a chain of lower degree, yet combined, occurrences of violent action?

D)
Is the institution unfriendly to the premise that a combat offensive could develop from a string of lower strength, albeit cumulative, cases of physical force?","Is the ICJ averse to the notion that a military strike might occur via a sequence of lower magnitude, though collective, examples of kinetic power?","Is the court opposed to the concept that an armed assault can emerge through a succession of lower severity, but aggregate, episodes of lethal force?","Is the tribunal resistant to the theory that a belligerent act may result from a chain of lower degree, yet combined, occurrences of violent action?","Is the institution unfriendly to the premise that a combat offensive could develop from a string of lower strength, albeit cumulative, cases of physical force?",A,E,C,D
9231,What is the minimum escape velocity of a spacecraft from the moon?,2100 $\mathrm{~m} / \mathrm{s}$,2470 $\mathrm{~m} / \mathrm{s}$,2600 $\mathrm{~m} / \mathrm{s}$,2380$\mathrm{~m} / \mathrm{s}$ ,3300 $\mathrm{~m} / \mathrm{s}$,1750 $\mathrm{~m} / \mathrm{s}$,1900 $\mathrm{~m} / \mathrm{s}$,2850 $\mathrm{~m} / \mathrm{s}$,2025 $\mathrm{~m} / \mathrm{s}$,1520 $\mathrm{~m} / \mathrm{s}$,D,3,physics,scibench-class,,test,What is the minimum escape velocity of a spacecraft from the moon?,"A)
What is the lowest departure speed of a vessel from the moon?

B)
What is the smallest breakout velocity of a probe from the moon?

C)
What is the least exit rapidity of a spacecraft from the moon?

D)
What is the minimal flight velocity of a craft from the moon?",What is the lowest departure speed of a vessel from the moon?,What is the smallest breakout velocity of a probe from the moon?,What is the least exit rapidity of a spacecraft from the moon?,What is the minimal flight velocity of a craft from the moon?,A,B,C,D
5381,"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, Australia","Congo, Australia","Australia, Congo","South Korea, Congo","South Korea, India","Congo, South Korea","Congo, India","South Korea, Australia","India, South Korea",A,0,other,ori_mmlu-global_facts,,test,"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","A)
During the period of sovereignty, there were already hundreds of thousands of college alumni in ____, but scarcely any at all in ____.

B)
Upon the occasion of autonomy, there were already hundreds of thousands of academic degree-holders in ____, but barely any at all in ____.

C)
In the era of self-rule, there were already hundreds of thousands of school diplomates in ____, but almost none at all in ____.

D)
At the point of liberation, there were already hundreds of thousands of institute scholars in ____, but practically none at all in ____.","During the period of sovereignty, there were already hundreds of thousands of college alumni in ____, but scarcely any at all in ____.","Upon the occasion of autonomy, there were already hundreds of thousands of academic degree-holders in ____, but barely any at all in ____.","In the era of self-rule, there were already hundreds of thousands of school diplomates in ____, but almost none at all in ____.","At the point of liberation, there were already hundreds of thousands of institute scholars in ____, but practically none at all in ____.",A,A,C,D
4846,The possibility that Homo erectus possessed an aesthetic sense and may have created “art” is suggested by:,the discovery of figurines made from clay at the Trinil site.,recovery of a shell at the Trinil site with an intentionally engraved series of lines.,the use of complex tools requiring a high level of cognitive function.,cave paintings and elaborate burials with numerous grave goods at the Trinil site.,all of the above.,all of the above except B and D.,evidence of musical instruments found at the Trinil site.,"their ability to control fire, suggesting a deeper understanding of their environment.","the construction of elaborate shelters, indicating a sense of design.","the size of their brains, with a mean brain size slightly larger than modern humans.",B,1,history,ori_mmlu-prehistory,,test,The possibility that Homo erectus possessed an aesthetic sense and may have created “art” is suggested by:,"A)
The likelihood that Homo erectus owned an artistic flair and might have produced “craft” is indicated by:

B)
The chance that Homo erectus maintained a visual taste and could have fashioned “works” is implied by:

C)
The prospect that Homo erectus held a creative spirit and perhaps have originated “pieces” is hinted by:

D)
The potential that Homo erectus retained a decorative instinct and probably have developed “images” is denoted by:",The likelihood that Homo erectus owned an artistic flair and might have produced “craft” is indicated by:,The chance that Homo erectus maintained a visual taste and could have fashioned “works” is implied by:,The prospect that Homo erectus held a creative spirit and perhaps have originated “pieces” is hinted by:,The potential that Homo erectus retained a decorative instinct and probably have developed “images” is denoted by:,A,A,C,D
3977,"If the height of a water column is 600 mm, what will be the height of the mercury column?",225 mm Hg,80.0 mm Hg,32.2 mm Hg,44.1 mm Hg,136 mm Hg,56.3 mm Hg,160 mm Hg,750 mm Hg,600 mm Hg,13.6 mm Hg,D,3,chemistry,stemez-PhysicalChemistry,,test,"If the height of a water column is 600 mm, what will be the height of the mercury column?","A)
If the altitude of a liquid pillar is 600 mm, what shall be the elevation of the quicksilver pillar?

B)
If the stature of a fluid section is 600 mm, what would be the measurement of the mercury section?

C)
If the verticality of a water shaft is 600 mm, what will be the verticality of the hydrargyrum shaft?

D)
If the length of a moisture cylinder is 600 mm, what should be the length of the metallic cylinder?","If the altitude of a liquid pillar is 600 mm, what shall be the elevation of the quicksilver pillar?","If the stature of a fluid section is 600 mm, what would be the measurement of the mercury section?","If the verticality of a water shaft is 600 mm, what will be the verticality of the hydrargyrum shaft?","If the length of a moisture cylinder is 600 mm, what should be the length of the metallic cylinder?",A,A,C,D
6110,"Over 1 year, a study is conducted to assess the antileukemic activity of a new tyrosine kinase inhibitor in patients with chronic myeloid leukemia in blast crisis. All patients enrolled in the study are informed that they would be treated with the tyrosine kinase inhibitor. They are assigned to successive dose cohorts of 300 to 1000 mg/day of the drug. Six to eight patients are assigned to each dose. Treatment efficacy is determined based on the results of complete blood counts and bone marrow assessments conducted regularly throughout the study. This study is best described as which of the following?",Prospective observational study,Randomized clinical trial,Quasi-experimental study,Retrospective study,Cohort study,Open-labeled clinical trial,Case-control study,Crossover study,Double-blind clinical trial,Longitudinal study,F,5,health,ori_mmlu-professional_medicine,,test,"Over 1 year, a study is conducted to assess the antileukemic activity of a new tyrosine kinase inhibitor in patients with chronic myeloid leukemia in blast crisis. All patients enrolled in the study are informed that they would be treated with the tyrosine kinase inhibitor. They are assigned to successive dose cohorts of 300 to 1000 mg/day of the drug. Six to eight patients are assigned to each dose. Treatment efficacy is determined based on the results of complete blood counts and bone marrow assessments conducted regularly throughout the study. This study is best described as which of the following?","A)
During 12 months, a trial is performed to evaluate the antineoplastic efficacy of a novel tyrosine kinase blocker in individuals with chronic myeloid leukemia in blast phase. All subjects recruited in the research are notified that they will be managed with the tyrosine kinase blocker. They are allocated to sequential dosage groups of 300 to 1000 mg/daily of the medication. Six to eight subjects are allocated to every dosage. Therapy effectiveness is established based on the findings of total blood counts and bone marrow evaluations performed routinely during the research. This investigation is best characterized as which of the following?

B)
Across 1 year, an investigation is carried out to analyze the anticancer potency of a modern tyrosine kinase antagonist in sufferers with chronic myeloid leukemia in blast crisis. All participants registered in the investigation are advised that they shall be medicated with the tyrosine kinase antagonist. They are distributed to following dose tiers of 300 to 1000 mg/day of the substance. Six to eight participants are distributed to each tier. Intervention success is measured based on the outcomes of full blood counts and bone marrow examinations carried out frequently across the investigation. This trial is best defined as which of the following?

C)
For 1 year, a project is executed to determine the tumor-fighting utility of a recent tyrosine kinase suppressor in patients with chronic myeloid leukemia in blast stage. All persons included in the project are told that they are being handled with the tyrosine kinase suppressor. They are divided into consecutive amount levels of 300 to 1000 mg/day of the agent. Six to eight persons are divided into each level. Management utility is concluded based on the data of absolute blood counts and bone marrow tests executed periodically throughout the project. This project is best labeled as which of the following?

D)
Throughout 1 year, a clinical-study is organized to measure the hematologic response of an original tyrosine kinase modulator in cases with chronic myeloid leukemia in blast transformation. All patients entered in the clinical-study are briefed that they should be administered with the tyrosine kinase modulator. They are categorized into graduating dose blocks of 300 to 1000 mg/day of the compound. Six to eight patients are categorized into every block. Care efficiency is verified based on the reports of differential blood counts and bone marrow checks organized consistently throughout the clinical-study. This analysis is best identified as which of the following?","During 12 months, a trial is performed to evaluate the antineoplastic efficacy of a novel tyrosine kinase blocker in individuals with chronic myeloid leukemia in blast phase. All subjects recruited in the research are notified that they will be managed with the tyrosine kinase blocker. They are allocated to sequential dosage groups of 300 to 1000 mg/daily of the medication. Six to eight subjects are allocated to every dosage. Therapy effectiveness is established based on the findings of total blood counts and bone marrow evaluations performed routinely during the research. This investigation is best characterized as which of the following?","Across 1 year, an investigation is carried out to analyze the anticancer potency of a modern tyrosine kinase antagonist in sufferers with chronic myeloid leukemia in blast crisis. All participants registered in the investigation are advised that they shall be medicated with the tyrosine kinase antagonist. They are distributed to following dose tiers of 300 to 1000 mg/day of the substance. Six to eight participants are distributed to each tier. Intervention success is measured based on the outcomes of full blood counts and bone marrow examinations carried out frequently across the investigation. This trial is best defined as which of the following?","For 1 year, a project is executed to determine the tumor-fighting utility of a recent tyrosine kinase suppressor in patients with chronic myeloid leukemia in blast stage. All persons included in the project are told that they are being handled with the tyrosine kinase suppressor. They are divided into consecutive amount levels of 300 to 1000 mg/day of the agent. Six to eight persons are divided into each level. Management utility is concluded based on the data of absolute blood counts and bone marrow tests executed periodically throughout the project. This project is best labeled as which of the following?","Throughout 1 year, a clinical-study is organized to measure the hematologic response of an original tyrosine kinase modulator in cases with chronic myeloid leukemia in blast transformation. All patients entered in the clinical-study are briefed that they should be administered with the tyrosine kinase modulator. They are categorized into graduating dose blocks of 300 to 1000 mg/day of the compound. Six to eight patients are categorized into every block. Care efficiency is verified based on the reports of differential blood counts and bone marrow checks organized consistently throughout the clinical-study. This analysis is best identified as which of the following?",A,B,C,D
11167, Sandel's case against moral engineering can best be considered,an expression of the ethics of care.,a natural law theory approach.,an application of the ethics of prima facie duty.,a deontological approach.,an existentialist approach.,a virtue ethics approach.,a relativist approach.,a Kantian approach.,a consequentialist approach.,a utilitarian approach.,F,5,philosophy,ori_mmlu-moral_disputes,,test, Sandel's case against moral engineering can best be considered,"A)
Sandel's argument against ethical modification can most effectively be viewed

B)
Sandel's position against virtue manipulation can optimally be regarded

C)
Sandel's critique against value restructuring can ideally be interpreted

D)
Sandel's stance against character optimization can supremely be evaluated",Sandel's argument against ethical modification can most effectively be viewed,Sandel's position against virtue manipulation can optimally be regarded,Sandel's critique against value restructuring can ideally be interpreted,Sandel's stance against character optimization can supremely be evaluated,A,A,C,D
7773,"A fluid has density $870 \mathrm{~kg} / \mathrm{m}^3$ and flows with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are measured in meters and the components of $\mathbf{v}$ in meters per second. Find the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.
",12 $\mathrm{kg}/\mathrm{s}$,20 $\mathrm{kg}/\mathrm{s}$,15 $\mathrm{kg}/\mathrm{s}$,10 $\mathrm{kg}/\mathrm{s}$,0 $\mathrm{kg}/\mathrm{s}$,5 $\mathrm{kg}/\mathrm{s}$,3 $\mathrm{kg}/\mathrm{s}$,30 $\mathrm{kg}/\mathrm{s}$,8 $\mathrm{kg}/\mathrm{s}$,25 $\mathrm{kg}/\mathrm{s}$,E,4,math,scibench-calculus,,test,"A fluid has density $870 \mathrm{~kg} / \mathrm{m}^3$ and flows with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are measured in meters and the components of $\mathbf{v}$ in meters per second. Find the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.
","A)
A liquid has density $870 \mathrm{~kg} / \mathrm{m}^3$ and moves with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are calculated in meters and the components of $\mathbf{v}$ in meters per second. Calculate the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.

B)
A substance has density $870 \mathrm{~kg} / \mathrm{m}^3$ and travels with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are expressed in meters and the components of $\mathbf{v}$ in meters per second. Determine the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.

C)
A medium has density $870 \mathrm{~kg} / \mathrm{m}^3$ and streams with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are specified in meters and the components of $\mathbf{v}$ in meters per second. Compute the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.

D)
A material has density $870 \mathrm{~kg} / \mathrm{m}^3$ and proceeds with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are denoted in meters and the components of $\mathbf{v}$ in meters per second. Evaluate the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.","A liquid has density $870 \mathrm{~kg} / \mathrm{m}^3$ and moves with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are calculated in meters and the components of $\mathbf{v}$ in meters per second. Calculate the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.","A substance has density $870 \mathrm{~kg} / \mathrm{m}^3$ and travels with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are expressed in meters and the components of $\mathbf{v}$ in meters per second. Determine the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.","A medium has density $870 \mathrm{~kg} / \mathrm{m}^3$ and streams with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are specified in meters and the components of $\mathbf{v}$ in meters per second. Compute the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.","A material has density $870 \mathrm{~kg} / \mathrm{m}^3$ and proceeds with velocity $\mathbf{v}=z \mathbf{i}+y^2 \mathbf{j}+x^2 \mathbf{k}$, where $x, y$, and $z$ are denoted in meters and the components of $\mathbf{v}$ in meters per second. Evaluate the rate of flow outward through the cylinder $x^2+y^2=4$, $0 \leqslant z \leqslant 1$.",A,B,C,D
9307,"A moving 1.5-kg cart collides with and sticks to a 0.5-kg cart which was initially at rest. Immediately after the collision, the carts each have the same ______ as each other.",Velocity,Potential energy,Torque,Gravitational pull,Kinetic energy,Linear momentum,Angular momentum,Acceleration,Force,Mass,A,0,physics,ori_mmlu-high_school_physics,,test,"A moving 1.5-kg cart collides with and sticks to a 0.5-kg cart which was initially at rest. Immediately after the collision, the carts each have the same ______ as each other.","A)
A traveling 1.5-kg wagon impacts and adheres to a 0.5-kg wagon which was originally at repose. Directly following the impact, the wagons each possess the identical ______ as one another.

B)
A gliding 1.5-kg buggy strikes and attaches to a 0.5-kg buggy which was formerly at standstill. Instantly following the crash, the buggies each possess the identical ______ as one another.

C)
A shifting 1.5-kg trolley hits and glues to a 0.5-kg trolley which was primarily at stillness. Straightaway following the strike, the trolleys each possess the identical ______ as one another.

D)
A mobile 1.5-kg vehicle crashes and bonds to a 0.5-kg vehicle which was initially at inactivity. Promptly following the encounter, the vehicles each possess the identical ______ as one another.","A traveling 1.5-kg wagon impacts and adheres to a 0.5-kg wagon which was originally at repose. Directly following the impact, the wagons each possess the identical ______ as one another.","A gliding 1.5-kg buggy strikes and attaches to a 0.5-kg buggy which was formerly at standstill. Instantly following the crash, the buggies each possess the identical ______ as one another.","A shifting 1.5-kg trolley hits and glues to a 0.5-kg trolley which was primarily at stillness. Straightaway following the strike, the trolleys each possess the identical ______ as one another.","A mobile 1.5-kg vehicle crashes and bonds to a 0.5-kg vehicle which was initially at inactivity. Promptly following the encounter, the vehicles each possess the identical ______ as one another.",A,B,C,D
3922,Calculate the pressure required to compress 2 liters of a gas at 700 mm pressure and 20°C into a container of 0.1 liter capacity at a temperature of - 150°C.,6050 mm,5700 mm,5877 mm,5950 mm,5750 mm,5800 mm,5860 mm,6000 mm,5890 mm,5900 mm,C,2,chemistry,stemez-Chemistry,,test,Calculate the pressure required to compress 2 liters of a gas at 700 mm pressure and 20°C into a container of 0.1 liter capacity at a temperature of - 150°C.,"A)
Determine the force needed to squeeze 2 liters of a gas at 700 mm tension and 20°C into a vessel of 0.1 liter volume at a temperature of - 150°C.

B)
Compute the stress necessary to condense 2 liters of a gas at 700 mm intensity and 20°C into a receptacle of 0.1 liter size at a temperature of - 150°C.

C)
Evaluate the exertion demanded to contract 2 liters of a gas at 700 mm reading and 20°C into a holder of 0.1 liter space at a temperature of - 150°C.

D)
Find the compression required to reduce 2 liters of a gas at 700 mm magnitude and 20°C into a canister of 0.1 liter displacement at a temperature of - 150°C.",Determine the force needed to squeeze 2 liters of a gas at 700 mm tension and 20°C into a vessel of 0.1 liter volume at a temperature of - 150°C.,Compute the stress necessary to condense 2 liters of a gas at 700 mm intensity and 20°C into a receptacle of 0.1 liter size at a temperature of - 150°C.,Evaluate the exertion demanded to contract 2 liters of a gas at 700 mm reading and 20°C into a holder of 0.1 liter space at a temperature of - 150°C.,Find the compression required to reduce 2 liters of a gas at 700 mm magnitude and 20°C into a canister of 0.1 liter displacement at a temperature of - 150°C.,A,B,C,D
510,"Suppose that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the price of a 100-par value 3-year bond paying 6% annual coupon payment?",100.00,92.85,95.25,105.30,120.75,115.80,107.45,98.60,110.50,102.95,J,9,business,theoremQA-Finance,,test,"Suppose that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the price of a 100-par value 3-year bond paying 6% annual coupon payment?","A)
Assume that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the cost of a 100-par value 3-year bond providing 6% yearly coupon payment?

B)
Imagine that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the value of a 100-par value 3-year bond yielding 6% annual coupon payment?

C)
Presume that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the amount of a 100-par value 3-year bond delivering 6% yearly coupon payment?

D)
Given that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the worth of a 100-par value 3-year bond offering 6% annual coupon payment?","Assume that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the cost of a 100-par value 3-year bond providing 6% yearly coupon payment?","Imagine that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the value of a 100-par value 3-year bond yielding 6% annual coupon payment?","Presume that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the amount of a 100-par value 3-year bond delivering 6% yearly coupon payment?","Given that:
The 1-year spot rate is 3%;
The 2-year spot rate is 4%; and
The 3-year spot rate is 5%. What is the worth of a 100-par value 3-year bond offering 6% annual coupon payment?",A,B,C,D
