мәтін, жапсырма
" Кейбір адамдар Google IPO-ға қатыса алмайды Google өзінің IPO-сын қарапайым адамдардың процеске қатысуының тәсілі ретінде жариялады, бұл Уолл-стриттің IPO-дағы әдеттегідей кедергісін жоққа шығарды. Ашық сауда-саттық, кем дегенде бес акция, 28 андеррайтері бар ашық процесс - мұның бәрі қоғамның қатысуының жаңа деңгейін көрсетті. Бірақ бұл олай емес.",3
 Қарсыластар Чарльз Швабтың жағдайын өзгертуге тырысуда МАЙКЛ ЛИДТКЕ САН-ФРАНЦИСКО (AP) -- Төмен бағалары мен иконокластикалық көзқарасымен жеңілдікпен акциялар делдалы Charles Schwab Corp. (SCH) ондаған жылдар бойы Уолл-стриттің қанат тәрізді аяқ киіміндегі тітіркендіргіш тасты көрсетті...,3
Жаңалықтар: Электр желісінің киберқауіпсіздігі саласындағы баяу қозғалыс. Салалық киберқауіпсіздік стандарттары электр желісінің ең осал компоненттерінің кейбіріне жете алмайды.,3
" Гидди Фелпс алғаш рет алтын медальға қол жеткізді Майкл Фелпс 400 метрге кешенді жүзуден алтын медаль жеңіп алып, 4 минут 8,26 секундта әлемдік рекорд орнатты.",1
" Қатаң ережелер Лоудың ойынын жұмсартпайды ФОКСБОРО -- Оның күлкілі түрде дамыған, үлкен бицепстері және бір тамшы майы жоқ жоғарғы денесіне қарап, футболдағы ең үздік корнербек деп айтуға болатын Тай Лоудың неліктен ептіліктен гөрі физикалық ойынды таңдайтынын түсіну оңай. Бұл оған ептілік компоненті жетіспейді дегенді білдірмейді, өйткені ол Дейон Сандерс сияқты алаңның өз жағында ойнай алады...",1
"Шоппах келесі деңгейге жетуге дайын емес сияқты Джейсон Варитек еркін агенттікке өткенге дейін апталар азайып бара жатқандықтан, Red Sox болашақтың қорғаушысы Келли Шоппахтың ірі лигаға көтерілуін мұқият бақылауды жалғастыруда. Соксқа Шоппахтан келген Triple A Pawtucket-те көргендерінің көпшілігі ұнайды, дегенмен оның тақтайшада түзетулер енгізе алатыны белгісіз...",1
" Құдіретті Ортис Сокстың тыныш демалуын қамтамасыз етеді Дэвид Ортис жақсы түнде не істей алатынын елестетіп көріңізші. Ортис кеше түнді небәрі бір айлық ұлы Д'Анджеломен өткізді. Ол кеше таңертең Фенуэй саябағында өтетін Red Sox отбасы күніне қатысуды жоспарлаған болатын, бірақ ұйықтауға мәжбүр болды. Өйткені, Ортистің үйде ұлы болды, және ол...",1
" Олар оның назарын өзіне аударды. «Өздеріне көмектесуде» Рики Брайант, Час Гесснер, Майкл Дженнингс және Дэвид Паттен жұма күні кешке Билл Беличиктің қабылдағыштарымен не істеу керектігі туралы шешімін жеңілдету үшін ештеңе істеген жоқ.",1
"«Индианс» командасы сенбі күні кешке «Миннесота Твинс» командасын Трэвис Хафнер мен Виктор Мартинестің хоум-рандарымен 7-1 есебімен жеңіп, AL Central командасының көшбасшылығына бір ойынға жақындады.",1
 Ванкувер полициясының тұтқындауында қайтыс болған ер адамның әпкесі бастығына сын айтты (Canadian Press) Canadian Press - ВАНКУВЕР (CP) - Полициямен болған қақтығыстан кейін қайтыс болған ер адамның әпкесі қаланың бас полицейінен офицерді қорғағаны үшін отставкаға кетуін талап етті.,0
" МакГривиден ер адам 36,50 миллион доллар талап етті, дейді көмекшілер (AP) AP - Губернатор Джеймс Э. МакГривидің өзін жыныстық қудалауға ұшыратты деп мәлімдеген ер адам губернатор өзінің гей екенін және некеден тыс қарым-қатынаста болғанын жариялау туралы шешім қабылдағанға дейін 36,50 миллион долларға дейін ақшалай төлемді талап еткен, деп хабарлайды Associated Press агенттігіне дереккөздер.",0
"Наджаф бойынша жарылыстар жаңғырды НАЖАФ, Ирак - Наджаф қаласында жарылыстар мен атыс естілді, өйткені жексенбі күні Наджаф қаласында брондалған көліктер мен танкілердегі АҚШ әскерлері осы қасиетті қаладағы қақтығысты тоқтатуға бағытталған келіссөздер мен олармен бірге уақытша атысты тоқтату сәтсіз аяқталғаннан кейін көшелерге қайта оралды...",0
" Әлсіз Рим Папасы Лурдта мессаны тойлады ЛУРД, Франция - Әлсіз Рим Папасы Иоанн Павел II жексенбі күні бірнеше жүз мың қажы үшін, олардың көпшілігі мүгедектер арбасында, керемет емдеумен байланысты Бикеш Марияға арналған қасиетті жерде ашық аспан астындағы мессаны өткізді. Бір кезде ол француз тілінде уағызын айтып жатып, поляк тілінде «маған көмектесіңізші» деді...",0
 Венесуэла Чавесті қайтарып алу туралы дауыс беруге дайындалып жатыр. Қолдаушылар мен қарсыластар алаяқтық болуы мүмкін деп ескертеді; үкімет Чавестің жеңілісі әлемдік мұнай нарығында тұрақсыздық тудыруы мүмкін деп мәлімдейді.,0
"1994 жылғы күзетшілердің жұмыс орындарын сақтауға арналған заң (AP) AP - 1994 жылғы заң Ұлттық гвардия мен резервтік әскерлердің белсенді қызметке шақырылуы үшін жұмыс орындарын қорғауды күшейтті. Міне, форма киген қызметтегілердің жұмыспен қамту және қайта жұмыспен қамту құқықтары туралы заңның (USERRA) негізгі ережелері.",0
" Иран зымырандары Израильдің кез келген жеріне тиюі мүмкін екенін ескертті ТЕГЕРАН (Рейтер) - Иранның жоғары лауазымды әскери шенеунігі жексенбі күні Израиль мен Америка Құрама Штаттары Иранға шабуыл жасауға батылы бармайтынын, себебі Иран өзінің ең жаңа зымырандарымен Израильдің кез келген жеріне шабуыл жасай алатынын мәлімдеді, деп хабарлады жаңалықтар агенттіктері.",0
" Ауғанстан армиясы зорлық-зомбылықты басу үшін жіберілді КАБУЛ, Ауғанстан - Үкімет әскерлері Ауғанстандағы әскери қолбасшылар арасындағы соңғы өлімге әкелетін қақтығыстарға араласып, АҚШ пен НАТО ұшақтарымен астанадан батысқа қарай зорлық-зомбылыққа байланысты әуе базасын қайтарып алу үшін ұшты, деп хабарлады жексенбіде шенеуніктер...",0
"Джонсон D-Backs командасына тоғыз ойындық слайдты аяқтауға көмектесті (AP) AP - Рэнди Джонсон тоғызыншы иннингте төрт соққы жасап, жексенбіде Arizona Diamondbacks командасына Стив Трахсел мен Нью-Йорк Метс командасын 2-0 есебімен жеңіп, тоғыз ойындық жеңіліс сериясын тоқтатуға көмектесті.",1
" Сатушылар мектепке оралу үшін сатып алушылар үшін бәсекелеседі (Reuters) Reuters - Киім сатушылар өздерінің мектепке оралу киімдерінің биылғы күзде стильге мән беретін жасөспірімдер мен жастар арасында танымал болады деп үміттенеді, бірақ оқушылар мен ата-аналар әмияндарын мықтап ұстайтындықтан, бұл қиынға соғуы мүмкін.",2
" Дауыл кезіндегі саясат туралы ойлар (AP) AP - Егер Чарли дауылы үш жыл бұрын болғанда, президент Буштың жағалаудағы қаланың қирандылары арқылы саяхаты басқа президенттердің дауыл, жер сілкінісі, су тасқыны және өрт болған жерлерге жасаған апаттан кейінгі сапары сияқты болар еді.",0
Sohu.com акцияларына спам тоқтатылды (FT.com) FT.com - АҚШ-та тіркелген жетекші қытайлық интернет-портал Sohu.com акциялары жұма күні Қытайдың ең ірі ұялы телефон операторы тұтынушыларға спам жіберілгендіктен мультимедиялық хабарлама қызметтерін бір жылға тоқтатқаннан кейін 10 пайыздан астамға төмендеді.,3
" Эрстадтың екі еселенген добы «Ангелсті» жеңіске жеткізді (AP) AP - Дарин Эрстад сегізінші иннингте екі еселенген гол соғып, жексенбіде «Анахайм Энджелсті» Детройт Тайгерс командасына қарсы 3-2 есебімен жеңіске жеткізді. Бұл жеңіс Анахаймды Алабама штатындағы «вайлд-кард» жарысында Бостон мен Техастан бір пайыздық ұпайға алда қалдырды.",1
 Жарақаттан кейін «Брейвз» командасының құрамынан шығып қалды (AP) AP - Аутфилд ойыншысы Дж.Д. Дрю жексенбі күні кешке оң жақ төртбасты бұлшықетінің ауырсынуына байланысты «Атланта Брейвз» командасының Сент-Луис Кардиналс командасына қарсы ойынын өткізіп алды.,1
"Венесуэлалықтар су тасқынынан туындаған дауыс беру мерзімін ұзартты КАРАКАС, Венесуэла (Reuters) - Венесуэлалықтар жексенбі күні солшыл президент Уго Чавесті қайтарып алу туралы тарихи референдумда көп дауыс берді және сайлау органдары дауыс беруді түнге дейін ұзартты.",0
" Dell Қытайдағы арзан тұтынушылық компьютерлер нарығынан шықты ГОНКОНГ (Reuters) - Әлемдегі ең ірі компьютер өндірушісі Dell Inc. &lt;DELL.O&gt; дүйсенбі күні Қытайдағы арзан тұтынушылық компьютерлер нарығынан кетіп, сегменттегі қатаң бәсекелестікке байланысты биылғы жылы елдегі жалпы өсу мақсатын төмендеткенін мәлімдеді.",3
" Қытай Тайвань тыңшысы АҚШ-та да жұмыс істегенін мәлімдеді - БАҚ БЕЙЖІҢ (Reuters) - Бейжің дүйсенбі күні Тайваньға тыңшылық жасады деген айыппен тұтқындалған қытайлық-американдықты АҚШ-та тыңшылық желісін құрды деп айыптап, жақын арада сотталуы мүмкін екенін мәлімдеді.",0
"Тағы бір маңызды емес фактор. Әлемдегі 1-ші орындағы ойыншы, 2002 жылғы АҚШ ашық чемпионатындағы жеңісінен бері ірі чемпионатта жеңіске жете алмаған Тайгер Вудс үшін тағы бір маңызды сәт, тағы бір көңілсіздік.",1
" АҚШ жойғыш эскадрильясы келесі айда Оңтүстік Кореяға орналастырылады (AFP) AFP - АҚШ билігінің хабарлауынша, Аляскада орналасқан АҚШ әуе күштерінің F-15E жойғыш ұшақтарының эскадрильясы келесі айда Корея түбегіндегі АҚШ-тың атыс қуатын арттыру мақсатында уақытша орналастыру үшін Оңтүстік Кореяға ұшады.",0
" Джонсон өзінің ең жақсы ойынына оралды, ал D-Backs сериясын аяқтады НЬЮ-ЙОРК (Reuters) - Рэнди Джонсон жексенбі күні Ұлттық лигада қожайын Нью-Йорк Метс командасын 2-0 есебімен жеңіп, Аризона Даймондбэкс командасына тоғыз ойындық жеңіліс сериясын тоқтатуға көмектесіп, 8 1/3 иннингте 14 соққы берушіні страйк-аутқа түсірді.",1
" Мальдив аралдары диссиденттерді тұтқындағаннан кейін коменданттық сағатты жеңілдетті (AFP) AFP - Мальдив аралдарының астанасында коменданттық сағат жеңілдетілді, бірақ парламент отырыстары белгісіз мерзімге кейінге қалдырылды және өткен аптадағы тәртіпсіздіктерден кейін төтенше жағдай жалғасты, деп хабарлады шенеуніктер мен тұрғындар.",0
Vodafone Cesiky компаниясына Citi компаниясын жалдады (TheDeal.com) TheDeal.com - Ұлыбританияның мобильді алыбы Чехияның сымсыз және стационарлық байланыс бизнесін ажыратудың жолын тапқысы келеді.,3
" Доллар еуромен салыстырғанда 4 апталық ең төменгі деңгейге қысқа мерзімге жетті ЛОНДОН (Reuters) - Дүйсенбіде доллар еуроға қатысты төрт апталық ең төменгі деңгейге дейін төмендеді, содан кейін пайда табу нәтижесінде аздап көтерілді, бірақ мұнайдың күрт бағасы мен АҚШ-тың әлсіз деректері әлемдегі ең ірі экономиканың денсаулығына қатысты алаңдаушылықты күшейте берді.",2
" Ортақ көзқарасты насихаттау Майкл Калеко жасы ұлғайып, көру қабілеті нашарлаған адамдарға жиі кездесіп отырғандықтан, ол бұл мәселе бойынша бірдеңе істей алатынын түсінді.",3
 Үндістанның Tata компаниясы NatSteel компаниясын сатып алу арқылы аймақтық ықпалын кеңейтуде (AFP) AFP - Үндістанның Tata Iron and Steel Company Ltd. компаниясы Сингапурдың NatSteel Ltd компаниясының Азия-Тынық мұхиты аймағындағы болат операцияларын сатып алатынын жариялау арқылы Азиядағы ықпалын кеңейту үшін стратегиялық қадам жасады.,0
"Делегаттар діни қызметкерді Наджафтан кетуге шақырды БАГДАД, Ирак - Ирактың Ұлттық конференциясының делегаттары радикалды шиит діни қызметкері Муқтада әл-Садрды АҚШ пен Ирак әскерлеріне қарсы көтерілісін тоқтатуға және жауынгерлерін Наджафтағы қасиетті қасиетті жерден шығаруға шақырды...",0
" НЬЮ-ЙОРК (Reuters) - АҚШ қазынашылық облигацияларының бағалары дүйсенбіде төмендеді, дегенмен трейдерлер бұл қадамды көңіл-күйдің түбегейлі өзгеруі емес, пайда табу мақсатында жасалған қадам деп сипаттады.",2
" АҚШ активтерінің ағындары туралы деректерге байланысты доллар еуроға қарағанда өсті НЬЮ-ЙОРК (Reuters) - АҚШ активтеріне ағындар туралы есепте ағымдағы шоттағы алшақтықты өтеу үшін шетелдік инвестициялардың жеткілікті түрде өскені көрсетілгеннен кейін, дүйсенбіде доллар еуроға қатысты өсімді жалғастырды.",2
 Саттон Хаас пен Цинкті Райдер Кубогының командасына қосты МИЛУОКИ (Спорт желісі) - АҚШ Райдер Кубогының капитаны Хэл Саттон дүйсенбі күні Джей Хаас пен Стюарт Цинкті капитан ретінде таңдағанын жариялаған кезде өз командасын нақтылады.,1
Хаас пен Цинк Райдер Кубогының командасына таңдалды Джей Хаас келесі айда Еуропадан кубокты қайтарып алуға тырысатын АҚШ командасының екі капитаны ретінде Стюарт Цинкке қосылды.,1
" Натали Кофлин 100 метрге арқамен жүзуде жеңіске жетті (AP) AP - Америкалық Натали Кофлин дүйсенбі күні кешке 100 метрге арқамен жүзуде Олимпиада алтынын жеңіп алды. Жарыста 1 минуттан аз уақыт өткізген жалғыз әйел Кофлин 1 минут 0,37 секундта бірінші болып мәреге жетті. Алабама штатындағы Оберн университетінде жүзетін Зимбабведен келген Кирсти Ковентри 1:00.50 секундта күміс медаль жеңіп алды. Франциядан келген Лор Манауду 1:00.88 секундта қола медаль жеңіп алды.",1
" Oracle CRM жиынтығына арналған сату жағындағы қолданбаларды қайта қарап шықты (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) компаниясы сату, маркетинг, серіктестік қарым-қатынасты басқару және электрондық коммерция қолданбаларының 11i.10 нұсқасында сату жағындағы CRM қолданбаларын жаңартты.",3
"БҰҰ су тасқынынан зардап шеккен Бангладеш үшін 210 миллион долларлық үндеу жариялады (AFP) - Біріккен Ұлттар Ұйымы Бангладештің үштен екі бөлігі су астында қалып, егінді жойып, 700-ден астам адамның өмірін қиғаннан кейін «ауыр» азық-түлік тапшылығына тап болған су тасқынынан зардап шеккендерге көмектесу үшін 210 миллион доллар жинауға үндеу жариялады.",0
 Үндістан штаты сымсыз кеңжолақты интернетті іске қосады Оңтүстік Үндістанның Керала штатындағы үкімет цифрлық алшақтықты жою бастамасының бөлігі ретінде сымсыз киосктерді орнатты.,3
" Дауылдан аман қалғандар су мен газды күтуде ПУНТА-ГОРДА, Флорида - Дүйсенбі күні Флорида штатында Чарли дауылынан зардап шеккендерге көмектесу және баспанасыз қалған мыңдаған адамдарға су мен басқа да керек-жарақтарды жеткізу үшін қалалық құтқару топтары, сақтандыру компаниялары және Ұлттық гвардия әскерлері шашыраңқы жұмыс істеуде...",0
"Джексон прокурормен келіспеушілік танытты САНТА-МАРИЯ, Калифорния - Майкл Джексонның жанкүйерлері дүйсенбіде поп жұлдыз екі қабатты тур автобусынан шығып, оны жылдар бойы балаларға зорлық-зомбылық жасау айыбымен қудалап келген прокурормен бетпе-бет келу үшін сотқа барғанда қатты қуанды...",0
 Бобкэтс Дробнякты Хоукс командасына таңдау үшін сатты (AP) AP - Шарлотт Бобкэтс дүйсенбі күні орталық ойыншы Предраг Дробнякты 2005 жылғы NBA драфтында екінші раундта таңдау үшін Атланта Хоукс командасына сатты.,1
" Күдікті 11 жасар қызды ұрлау және жыныстық зорлық-зомбылық жасады деген айыппен ұсталды (Canadian Press) Canadian Press - ЛЭНГЛИ, Британдық Колумбия (CP) - Полиция өткен аптада Ванкувер қаласының маңындағы қауымдастықты үрейлендірген 11 жасар қызды ұрлау және жыныстық зорлық-зомбылық жасады деген айыппен ер адамды тұтқындады.",0
" Қытайдың Red Flag Linux компаниясы кәсіпорындық жүйелерге назар аударады Қытайдың жетекші Linux клиенттік дистрибуциясының артында тұрған Red Flag Software Co. компаниясы серверлік операциялық жүйе мен кәсіпорындық тұтынушыларға көбірек назар аударуды жоспарлап отыр, деп хабарлады компанияның міндетін атқарушы президент.",3
"AOL Properties белгісіндегі жирафа нобай іздеу суреттері үшін\\Girafa.com Inc. бүгін America Online, Inc. компаниясының CompuServe, Netscape, AIM және ICQ қызметтері Girafa компаниясымен Girafa нобай іздеу суреттерін іздеу нәтижелерінің біріктірілген бөлігі ретінде пайдалану туралы келісімге қол қойғанын хабарлады.\\Girafa нобай іздеу қызметін пайдаланып, іздеу пайдаланушылары...",3
" Cassini Сатурнның екі кішкентай айын бақылады (AP) - NASA-ның Cassini ғарыш кемесі жер серіктеріне бай Сатурнның айналасында екі жаңа кішкентай ай байқады, деп хабарлады ғарыш агенттігі дүйсенбіде.",3
" Ресейдегі ЖИТС-тің алдыңғы шебінде Мәскеудің солтүстік-батысындағы индустриалды қала ЖИТС халық санының көп бөлігіне әсер етіп жатқандықтан, қиындықтарға тап болуда.",0
"Нобель сыйлығының лауреаты бағаналы жасушаларға шектеулер қоюға қарсы (AP) AP - Медицина саласындағы Нобель сыйлығының лауреаты дүйсенбіде Буш әкімшілігінің эмбрионалды бағаналы жасушаларды зерттеуге қаржыландыруды шектеуі американдық ғалымдардың бірқатар созылмалы, әлсірететін ауруларды емдеу әдістерін әзірлеу жөніндегі күш-жігерін тоқтатқанын айтты.",3
" Қазылар алқасы Коби Брайанттың жыныстық зорлық-зомбылық ісінде тағы бір сәтсіздікке ұшырады, NBA жұлдызының адвокаттарының жәбірленушінің жыныстық өмірі туралы алқабилерге айтуына жол бермеу үшін соңғы әрекетін жоғалтты (AP) - Дүйсенбіде прокурорлар Коби Брайанттың жыныстық зорлық-зомбылық ісінде тағы бір сәтсіздікке ұшырады.",1
" Солтүстік Кореямен келіссөздер әлі де жалғасуда, деп хабарлады Қытай Даунерге (Reuters) Reuters - Қытай Солтүстік Кореяның ядролық дағдарысы бойынша жұмыс деңгейіндегі келіссөздер үшін ешқандай күн белгіленбегенін және кездесудің болмайтыны туралы ешқандай белгі бермегенін мәлімдеді, деп хабарлады сейсенбіде Австралияның сыртқы істер министрі Александр Даунер.",0
Гриффин D-Line-ге ауысты. Redskins командасының ең әлсіз бөлігі - қорғаныс шебіне көмектесу үшін келісімшартқа отырған 300 фунттық Корнелиус Гриффиннен үлкен үміт күтеді.,1
" Солтүстік Кореяға қашып кеткен соңғы американдық оқиғаны баяндауға келісті (AFP) AFP - Британдық кинорежиссерлердің айтуынша, коммунистік Солтүстік Кореяға қашып кеткен соңғы американдық өз оқиғасын шетелде әділетсіз қараланған сталиндік мемлекетке адами бет-әлпет беру үшін баяндағысы келеді.",0
 Тікелей эфир: Олимпиаданың төртінші күні Ричард Фолдс пен Стивен Парри Афиныдағы төртінші күні Ұлыбритания құрамасы үшін алтын медаль үшін күреседі.,0
" Керри Калифорниядағы басымдылықты арттырды, деп хабарлайды Reuters (Reuters) - Сейсенбіде жарияланған сауалнамаға сәйкес, Калифорниядағы сайлаушылар арасында демократтардың қарсыласы Джон Керри президент Буштан 54 пайыздан 38 пайызға дейін басымдыққа ие.",0
" Жағажай волейболында жанкүйерлер көп жиналды. АФИНЫ (Reuters) - Жағажай волейболында 2004 жылғы Олимпиада ойындарына билеттер толық сатылып, аяқ басумен өтті.",1
"Доллар соңғы ең төменгі деңгейге жақын, ZEW/CPI күтуде ЛОНДОН (Reuters) - Сейсенбіде доллар еуроға қатысты осы аптадағы төрт апталық ең төменгі деңгейге жақын жерде тұрақты болып қалды, инвесторлар неміс инвесторларының сеніміне қатысты сауалнама мен АҚШ тұтынушылық инфляциясының көрсеткіштерін бағытты анықтау үшін күтуде.",2
" Intel жоғары ажыратымдылықтағы теледидарларға арналған өнімді кейінге қалдырады САН-ФРАНЦИСКО -- Өнімнің бірқатар кешігулерінің соңғысында Intel Corp. жыл соңына дейін енгізуді жоспарлаған бейнедисплей чипінің шығарылымын кейінге қалдырды, бұл жоғары ажыратымдылықтағы теледидар дисплейлерінің жылдам дамып келе жатқан нарығында Texas Instruments Inc. компаниясымен бәсекелестікті кейінге қалдырды.",2
