идентификатор, диалог, қысқаша мазмұны
 13680771," Ванда: Кеш ұйымдастырайық! Джина: Неге? Ванда: себебі. Маған көңіл көтеру керек! Джина: жарайды, саған не керек? Ванда: біріншіден, маған да тізім жасау керек Джина: атап өтті, сосын? Ванда: жарайды, әкеңнің көлігін алып, менімен бірге азық-түлік алуға бара аласың ба? Джина: келісе ме, жоқ па, білмеймін Ванда: білемін, бірақ сұрай аласың :) Джина: тырысамын, бірақ уәде жоқ Ванда: білемін, сен ең жақсысың! Джина: қашан барғың келеді Ванда: жұма? Джина: жарайды, сұраймын","Ванда кеш өткізгісі келеді. Ол Джинадан әкесінің көлігін алып, бірге азық-түлік сатып алуға баруын сұрайды. Олар жұма күнін белгілейді."
 13729249," Мартин: Мен екі кинотеатрға билет ұтып алдым! Эгги: керемет, қалай? Мартин: онлайн. Фейсбукте киножурнал ұйымдастырды Эгги: не істедің Мартин: қысқаша пікір жаз, болды Эгги: жарайсың :) не және қашан. және қайда? Мартин: Редфордпен бірге түсірілген жаңа фильм Эгги: естіген сияқтымын Мартин: өте керемет деп естідім. Аптаның соңына дейін Эгги: жақсы естіледі. Уақыт табамыз XD"," Мартин қысқаша шолу жазып, Facebook-те 2 кинотеатр билетін ұтып алды. Мартин осы аптада Редфордпен бірге түсірілген жаңа фильмге Аггидің өзімен бірге баруын қалайды."
 13680137,Чарли: Мен сабақтамын. Португал тілінде театр lol Кертис: Шынымен бе? Чарли: Иә. Мен оқитын университеттегі пәндердің бірі - португал театры. Біз қойылым дайындап жатырмыз Кертис: Бұл қандай қойылым? Сіз оны ойлап табасыз ба? Чарли: Португал тіліне аударылған полякша қойылым Кертис: Бұл өте керемет. Авторы кім? Чарли: Мрожек, Чарли университетте португал театры пәні бойынша оқиды. Ол және басқа студенттер Мрожектің пьесасын португал тіліне аударып дайындауда.
 13864627," Мэри: Көлікпен бара жатырсыз ба, әлде пойызбен бе? Том: Элла көлік жалдады Элла: бұл мұның бәрін әлдеқайда жылдамдатады Мэри: дұрыс шешім"," Элла көлік жалдады, бұл оның және Томның жұмысын әлдеқайда жеңілдетеді."
 13681139,"Люк: сен әлі де Netflix отбасына қосылатын біреуді іздеп жүрсің бе? Пол: иә, 1 адам :) Люк: мен солмын! Пол: әрине, жексенбі күні саған логин мен құпия сөзді жіберемін Люк: жарайды, ертең сөйлесе аламыз Пол: қазір есімде жоқ Люк: маған банк шотының мәліметтерін де жібер, сонда мен саған ай сайын ақша аудара аламын. Сен осы үшін төлейсің бе, әлде басқа біреу ме? Пол: төлеймін, және мен кіретіндердің барлығын бақылап отырамын, сондықтан ешқандай тыйым салуды күтпеу керек :D Люк: қарапайым дос :D сен әлі де қызыңмен демалыстасың ба? Пол: соңғы кешкі ас :( ертең біз кетеміз Люк: сен онда қанша уақыт болдың? Пол: 8 күннен аз :/", Пол өзінің Netflix аккаунтын Люкпен бөліспекші. Ал оның орнына Люк жазылымға ақша аударады. Пол Люкке банктік деректемелерін жібереді. Пол ертеңге дейін сүйіктісімен демалыста.
 13680757,"Грег: Сәлем, жаным. Жұмыс уақытынан кейін қалуым керек :-( Бетси: Тағы да? Грег: Кешіріңіз! Бетси: Джонни ше? Грег: Оны алып кете аласыз ба? Бетси: Ала алмасам ше? Грег: Бетси? Бетси: Ала алмасам ше? Грег: Шынымен де бола алмайсың ба? Бетси: Мен істей алмаймын. Бүгін маған да ұзақ уақыт жұмыс істеу керек. Сейсенбі - балабақшадағы күндеріңіз. Грег: Кейінірек сөйлесіңіз. Не істей алатынымды көремін. Бетси: Бірдеңе ойлап тапқаныңыз жөн. Грег: Ой. Қазір тоқтатыңыз."," Грег пен Бетсидің бүгін жұмыстары көп, сондықтан олар Джонниді балабақшадан ала алмайды. Дегенмен, кезек Грегтіңде. Грег шешім табуға тырысады."
 13716777," Этан: Скоттқа бірдеңе <file_photo> Тоби: хаха, толығымен Маршалл: бәрін қорытындылайды Скотт: сен де дәл солай екеніңді білесің Тоби: ой, біз білеміз бал қоян Маршалл: біз сені мазақ етуді ұнатамыз Этан: xD Скотт: ой, сендер бәрің Тоби: <file_gif>"," Итан, Тоби және Маршалл Скоттты мазақтап жатыр."
 13828901,"Игорь: О, менің жұмыста істейтін ісім көп, сондықтан көңілім түсіп кетті. Джон: Біреуге жұмысқа қабылдау кезінде сонша жұмыс беру өте жауапсыздық. Игорь: Иә, дәл солай! Маған бәрібір ме? Джон: Бұл сізге байланысты, бірақ олардың не айтатынын білесіз... Игорь: Не дегеніңіз? Джон: Иә, олар сіздің істеріңізді қалай аяқтайтыныңыз сіздің шын мәнінде қандай екеніңізді көрсетеді дейді... Игорь: Ал енді қалай бастайтыныңызды білесіз бе? Джон: Түсіндім! Игорь: Онда мен не істеймін? Джон: Екі апта ғана қалды, сондықтан тістеріңізді қайрап, істеу керек нәрсені жасаңыз. Игорь: Айтуға оңай, орындау қиын. Джон: Ойлануды тоқтатыңыз, істей бастаңыз! Игорь: Бұл сізге тән! ;)"," Игорьдің жұмысқа орналасу кезінде көп жұмысы бар және ол өзін көңіл-күйі түсіп қалғандай сезінеді. Джон соған қарамастан, өзіне тиесілі нәрсені істеуі керек деп ойлайды."
 13728509,"Клара: Сәлем, не істеп жүрсің? Нила: Онша емес, демалып жатырмын. Клара: Netflix-тен «Құрметті ақ нәсілділер» фильмін қайта көріп отырмын, ұнады!😍 Нила: Иә, естідім, бірақ әлі көрген жоқпын ба? Жақсы ма? Клара: Иә! Мен жай ғана солай дедім, күлкілі. Бұл ойдан шығарылған Ivy League университеті және бір House of Residence-тегі студенттер туралы. Нила: Неліктен ол «Құрметті ақ нәсілділер» деп аталады? Клара: Басты кейіпкер Сэм колледж радиосында ұсынатын радиошоудың атауы осы. Нила: Иә, бірақ неге соншалықты жақсы? Клара: Негізінен, бұл жердегі қара нәсілді студенттердің көзқарасы тұрғысынан әңгімелер, бұл маған өте қызықты. Кейіпкерлер де күшті және ұнамды. Нила: Сонда бұл Ұлыбританиядан әлдеқайда өзгеше шығар? Клара: Солай сияқты, өйткені онда нәсілдік сана мен кемсітушілік мұндағыға қарағанда әлдеқайда көп. Мұның бәрі ақ нәсілді студенттердің элиталық тобы өткізетін «Қара нәсілділер» кеші болған кезде басталады, бұл бақылаудан шығып кетеді. Нила: Қалайсың? Клара: Әрине, қара нәсілді студенттер араздасуға тырысады, сонымен қатар бір оқиға бар, Реджи есімді жігіт ақ нәсілді студентпен дауласқаннан кейін кампус полицейі оған қару кезеген. Бірақ бұл басқа кеште болуы мүмкін, мен бұған сенімді емеспін. Нила: О, бұл өте күшті естіледі. Тағы не болады? Клара: Иә, Лайонел есімді жас қара нәсілді жігіт бар, ол гей болуды қабылдап, журналист ретінде өз дауысын табады. Ол университеттегі сыбайлас жемқорлықты ашады, сонымен қатар Сэммен бірге құпия қоғамдар туралы кейбір конспирациялық теорияларды ашады. Нила: Айтпақшы, бұл жақсы естіледі, мен оны жақын арада көремін! Клара: Әрине, келесі жылы 3-ші маусым болады деп күтемін! Нила: Рақмет, Клара, мен фильмнің қалған бөлігін көріп отырмын және «Құрметті ақ адамдар» фильмін көремін. Клара: Егер сіз есірткіге беріліп, сағат 4-ке дейін ұйықтамасаңыз, мені кінәламаңыз! Нила: Көріскенше, жаным! Клара: Қош бол!","Клара ""Құрметті ақ адамдар"" фильмін қайта көріп жатыр және оны Нилаға қатты ұсынады."
 13728442," Эрнест: сәлем Майк, көлігіңізді біздің көшеге қойдыңыз ба? Майк: жоқ, бүгін гаражға апардым Эрнест: жарайды Майк: неге? Эрнест: біреу сізге ұқсайтын қызыл Honda көлігіне соғылды Майк: лол, мен бақыттымын", Майк бүгін көлігін гаражға апарды. Эрнест біреу Майктың көлігіне ұқсайтын қызыл Honda көлігіне соғылып қалғанына қуанды.
 13728958,"Дейрдре: Сәлем Бет, қалайсың, жаным? Бет: Сәлем Дейрдре тәте, саған хабарлама жазғым келіп жүр еді, бір өтінішім бар еді. Дейрдре: Анаңның 40 жасы туралы ойың бар ма екен деп ойлап едім, ерекше бірдеңе істеуіміз керек! Бет: Қыздардың демалысы қалай, тек анашым, мен, сен және қыздар, Кира университеттен оралуымыз керек, әрине. Дейрдре: Керемет естіледі! Ойыңды жинақта, бұл небәрі 6 аптадан кейін! Ол қорқып тұрған шығар, есімде! Бет: Иә, саған тосын сый жасадық, жүрегің талып қала жаздады! Дейрдре: Керемет тосынсый болды! Құдай-ау, бұл шамамен 4 жыл бұрын болды, уақыт зымырап өтеді! Қандай жақсылық болды, жаным? Бет: О, тек салонда жұмыс тәжірибесін сынап көргім келді, тәте. Дейрдре: Мен сенбілік қыздарды іздеп жүрмін, сенімдісің бе? Сен емтихандарды жақсы тапсырып, колледжге немесе 6-сыныпқа түсе аласың. Бет: Білемін, бірақ бұл маған арналмаған, тәте, мен барлық бастапқы жұмыстарды жазып жатырмын және олармен күресіп жатырмын. Дейрдре: Ал репетитор туралы не деуге болады? Кира сізге демалыста көмектесе алады. Бет: Мүмкін, бірақ мен жұмыс істеп көргім келеді. Мен жақында 16 жасқа толам, мен жеткілікті жастамын. Дейрдре: Білемін. Қараңызшы, ертең мектептен кейін келіңіз, сонда біз шыныаяқ ішіп, әңгімелесеміз. Бет: Иә, рақмет тәте. Мен сұлулық терапиясы жағын шынымен де сынап көргім келеді. Дейрдре: Бұл ұялшақ ақыл үшін емес. Массаж, педикюр, балауызбен эпиляцияны айтпағанда! Бет: Иә, мен кеше бір досыммен бұл туралы сөйлесіп отырдым! Дейрдре: Максин сұлулық жағын басқарады, сен онымен ертең кездесіп, қалай болатынын көреміз. Бет: Иә, маған бұл өте ұнайды. Дейрдре: Біз сенбіде бірнеше сағат жұмыс тәжірибесі ретінде бірнеше апта бойы тырыса аламыз. Түскі ас, кофе және автобус ақысына және т.б. жұмсау үшін әр сеанс үшін шамамен он теңге беремін. Қаласаңыз, содан бастап жалғастырамыз. Бет: Жарайды, маған оның дыбысы ұнайды! Ертең кездескенше, тәте! Сені жақсы көремін! Дейрдре: Қош бол, сүйкімді қыз! Xx",Бет анасының 40 жасқа толуын тойлау үшін қыздарға демалыс ұйымдастырғысы келеді. Ол сондай-ақ Дейдренің сұлулық салонында жұмыс істегісі келеді. Дейдре оған сенбі күндері жұмыс тәжірибесі ретінде бірнеше сағат ұсынады. Олар ертең кездесуге дайындалады.
 13862397,"Глория: Бұл емтихан шын мәнінде лотерея сияқты. Глория: Дайындалу мүмкін емес, бәрі тәжірибеге байланысты. Эмма: Бірақ кейбір ережелер мен кейбір типтік мәтіндер бар, солай ма? Глория: Алдыңғы жылдардағы кейбір мәтіндерді көруге болады. Глория: <file_other>. Эмма: Уау, бұл өте пайдалы. Эмма: Мен бұл сайтты ешқашан көрген емеспін. Глория: Иә, бұл өте жақсы. Глория: Шын мәнінде, барлық мәтіндерді оқу жақсы, себебі кейбір сөз тіркестерінің жиі қайталанатынын көресіз. Эмма: Барлық 4 бөлімге қанша уақытыңыз бар? Глория: 4 сағат. Эмма: Жеткілікті ме? Глория: Иә, солай болуы керек. Глория: Тағы 2 сағат болса, өте шаршатар еді. Эмма: 4 сағат және үзіліссіз бе? Глория: Үзіліссіз :/ Сондықтан шынымен назар аудару және мүмкіндігінше тез жазуға тырысу өте маңызды. Глория: Соңғы бір сағат ішінде мұқият оқып, түзетіңіз. Эмма: Мен сол веб-сайттан бәрін оқимын, бұл керемет.",Глорияның жақында емтиханы бар. Ол 4 сағатқа созылады. Эмма оған емтиханға жақсы дайындалу үшін алдыңғы жылдардағы мәтіндері бар веб-сайтқа сілтеме жіберді.
 13829966,"Адам: Мэймен сөйлестің бе? Карен: Иә, кеше, неге? Адам: Мен онымен сөйлестім және мойындауым керек, ол үшін алаңдаймын Карен: Мен де оған маманға көрінуді ұсындым, бірақ ол бұған аса қуанбады Адам: Таңқаларлық емес... Карен: Білемін, бірақ бұл өте маңызды деп ойлаймын. Ол айналасындағылар сияқты депрессияда екенін айтып жатыр, бірақ оның жағдайында бұл рас болуы мүмкін Адам: Ол маған ештеңе істегісі келмейтінін, үнемі зерігетінін, ешқашан бақытты сезінбейтінін айтты. Бұл нағыз, типтік депрессия сияқты естіледі Адам: Ол маған ұйықтай алмай қиналатынын да айтты. Мен одан сыра ішуге немесе басқа нәрсеге баруды сұрадым, бірақ ол пәтерден шыққысы келмейді Карен: Ой, бұл өте маңызды естіледі. Саған не айтарымды білмеймін Адам: Мен оған қалай көмектесе алатынымды ойлап тұрдым Карен: Шынымды айтсам, біз оған көмектесе аламыз ба, жоқ па, білмеймін, Адам. Мен маманға баруды ұсындым, себебі бұл өте сезімтал мәселелер және біз байқаусызда жағдайды нашарлатып жіберуіміз мүмкін деп қорқамын Адам: Иә, бірақ ол маманға көрінгісі келмейді. Негізінде, ол ешкімді көргісі келмейді Карен: Хм... білмеймін... Кеңес алу үшін біреуге қоңырау шалсам қалай болады? Не істеу керектігін білу үшін Адам: Ақылға қонымды естіледі, қоңырау шала алатын біреуді білесіз бе? Оның атын атамаңыз Карен: Әрине, айтпаймын! Менің психолог досым бар, біз оған сене аламыз. Мен сізге хабарлаймын Адам: Рақмет Карен!","Адам мен Карен Мэйдің депрессияға ұшырағанына алаңдайды. Карен психолог досына қоңырау шалып, кеңес сұрайды."
 13864400," Энн: Дұрыс айттың, ол маған өтірік айтты :/ Айрин: Ой, не болды? Джейн: кім? сол Марк жігіт пе? Энн: иә, ол маған 30 жаста екенін айтты, бүгін мен оның төлқұжатын көрдім - ол 40 жаста Айрин: Сен оның соншалықты маңызды екеніне сенімдісің бе? Энн: ол маған өтірік айтты Айрин", Марк Аннаға жасы туралы өтірік айтты. Марк 40 жаста.
 13716103,"Августин: Жігіттер, келесі аптада Уортонның туған күні екенін есіңізде ме? Дарлин: ура, кеш! Хезер: ура! Оған сыйлық сатып алуымыз керек Уокер: ол бірде қағаз ұсақтағыш туралы айтқан Августин: не болды?!? Уокер: шынымен айтты. Еш себепсіз. Хезер: оны қуантатын нәрсе Дарлин: маған жақсы. кеште қағаздарды ұсақтай аламыз Августин: өте қызықты Хезер: ақымақ жігіттер, сіздер кеңсе жабдықтарын алуымыз керек дейсіздер ме??? Дарлин: Жүріңдер, одан шынымен ұната ма деп сұраңдар, егер ұнаса, онда түсінеміз Уокер: мен оның солай дегенін естідім. Мас болған жоқпын. Мен де. Дарлин: бірақ одан екі рет сұраған дұрыс Уокер: істеймін Августин: 2 күн жарай ма? Дарлин: және кеш туралы сұраңыз!"," Келесі апта Уортонның туған күні. Августин, Дарлин, Хезер және Уокер оған қағаз ұсақтағыш сатып алғысы келеді. Уокер Уортонның шынымен қалағанына көз жеткізеді."
 13716128,"Олли: Жарайды, Келли! Келесі тұр! Келли: Мен бе? Мен қаламаймын. Микки: Жүр! Джессика: Иә! Сенікі не? Келли: Жарайды. Финляндиядағы мүсін бағы. Олли: Мүсіндерде не қорқынышты? Тоқта! Олар вампирлерге және басқаларға ұқсай ма? Микки: Жоқ, олардың өте әдемі көрінетініне сенімдімін. Келли: Мәселе мүсіндерде емес, олардың саны мен бет-әлпетінде! Джессика: Бет-әлпеттер? Қандай бет-әлпеттер? Келли: Олар құшақтасу, жаттығу, спортпен айналысу және т.б. сияқты әртүрлі әрекеттердегі адамдарға ұқсайды. Бірақ бет-әлпеттер жай ғана қорқынышты және жүзге жуық. Барлығы саған қарап тұр! Олли: Тағы біреуі ме? Микки: Әрине! Джессика: Иә, Олли, сенің кезегің! Олли: Жапониядағы Нагоро ауылы! Микки: Иә? Олли: Мүмкін, бұл қорқынышты емес шығар, бірақ Келлидің жеріне ұқсайды. Бұл өте қорқынышты. Джессика: Айтпақшы? Олли: Адамдар тұратын ауылды елестетіп көріңізші. Сол ауылда адам өлшеміндегі фигуралар бар. Ал олардың саны шын мәнінде сол жерде тұратын адамдардан көп! Келли: Қорқынышты АХ! Микки: Не болды?! Сендер адамдар мұны істер ме едің? Джессика: Білмеймін. Білмеймін. Ешқашан. Барамын. Сол жерге. Олли: Көрдіңдер ме! Менікі ең жаманы болды! Джессика: Ең қорқынышты емес! Олли: Өте орынды. Микки: Тыңдаңдар, жігіттер, сендермен сөйлесу қызықты, бірақ кетуім керек. Келли: Иә, мен де. Сау бол! Джессика: Сау бол! Олли: Cu!","Келли Финляндиядағы мүсін бағындағы фигуралардан қорқады, ол фигуралардың бет-әлпетін қорқынышты деп санайды. Олли үшін бұл Жапониядағы Нагоро ауылы қорқынышты."
 13682496," Мия: <файл_фото> Селах: Телефон нөмірін жақсы көре алмаймын. Қайта жазыңызшы, Мия: <файл_фото> Селах: Сол адамның телефоны өшірулі.", Села телефонды көтермеген адамға қоңырау шалды.
 13730015,"Эрик: Сәлем Белла, бүгін бастықтың бөлмесінде не болды?? Ол ашуланды ма?? Белла: ЖОҚ ЖОҚ!!! Ол мүлдем ашуланған жоқ.. Ол біздің клиенттің өтінішін қабылдамау туралы батыл шешімімізге риза болды.. Эрик: ШЫНЫМЕН!! Ол бұл шешімді риза болды.. Белла: Иә, ол шынымен риза болды.. Мен де оның реакциясына таң қалдым... Эрик: Бұған не әкелуі мүмкін?? Яғни, олар әлеуетті клиенттер еді... Белла: Ол маған қазіргі клиентіміздің бәсекелесі болған жаңа клиенттерді тартуды асыға күтетінін айтты.. Эрик: О, мүмкін, себебі осы шығар. Қалай болғанда да, сен ризашылыққа бөлендің xD Конго Белла: хахаха Жасырын бата xD", Белла мен Эрик клиенттің өтінішін қанағаттандырмады. Олардың бастығы бұл шешімді бағалады. Ол жаңа клиенттерді тартады.
