"мәтін","жапсырма"
"Соңында, балағат сөздер немесе жыныстық қатынас үшін монтаждаудың қажеті жоқ керемет фильм! Бұл бүкіл отбасы тамашалай алатын көңілді фильм. Уиллис әрқашанғыдай керемет. ""Расти"" керемет болды. Қызығушылықты сақтау үшін жеткілікті экшн.","1"
"Бұл фильмде тарақандар ет жейтін өте қауіпті өлтірушілер ретінде көрсетілген. Бұл тарақандар негізгі өлтірушілер болған алғашқы фильм болуы мүмкін, бірақ тарақандар өлтіруші болған алғашқы фильм емес. ""Қарғыс аллеясында"" өлтіруші тарақандар бейнеленген көрініс болды, ал ""Крипшоуда"" олар туралы әңгіме болды. Бұл фильмде олар жұлдыз. Бұл фильмде онша жақсы емес, өйткені оларда соншалықты көп өлтірулер жоқ. Дегенмен, мен бұл тұрғыда қателесуім мүмкін, себебі мен бұл фильмді біраз уақыттан бері көрген жоқпын. Тарақандар өте қауіпті болып кетті, ал бұл өте таңқаларлық зерттеуші әйел оларды зерттеу үшін қалаға келді. Иә, ол өте таңқаларлық, өйткені бір кезде ол өлтіруші тарақандардың қорабына қолын салып, ""Олар менің қолымды тістеп жатыр"" деп ойлады және мұны дерлік экстаз күйінде айтты. Сондай-ақ, көптеген жәндіктер туралы фильмдердегідей, бұл фильмнің соңында бір өте үлкен тарақан бар. Керемет фильм емес, бірақ есіңізден танып қалған түні көруге тұрарлық.","0"
"Бұл фильм мүлдем қызықсыз болды. Ол шындықты баяндайды. Бұл фильмді қызықсыз деп санайтындарға, қоғамымыздағы нақты мәселелерге көздеріңізді ашыңыздар. Балаларымыз өліп жатыр. Алкоголь мен есірткіні теріс пайдаланудың салдарын елемеуге болмайды. Мен түзеу мекемесінде химиялық тәуелділік бойынша кеңесші болып жұмыс істеймін және күн сайын осы мәселелермен айналысамын. Барлық жастағы және барлық әлеуметтік топтардағы адамдар алкоголь мен есірткіні теріс пайдаланудың салдарынан зардап шегеді. Ол отбасыларды қиратты, адамдарға зиян келтірді және мидың ауыр зақымдануына, денсаулыққа қатысты барлық мәселелерге және өлімге әкелді. Мұның бәрін болдырмауға болады. Бұл фильмді әлемдегі барлық орта мектептерде көрсету керек. Егер біреу осы фильмнің иесі болса және оны сатқысы келсе немесе маған көшірмесін сатқысы келсе, маған Ottenbreit2@netzero.net электрондық поштасына хат жазыңыз, рахмет.","1"
"Теледидар өмірбаяндары үшін жасалған ең жақсы фильмдердің бірі, маған көбірек ақпарат бергенін қалар едім. Мен көптеген өмірбаяндарды оқыдым және Карпентерлер туралы басқа да нәрселерді көрдім, және бұл фильм отбасының шектеулеріне сүйене отырып, қолынан келгеннің бәрін жасады. Синтис Гибб Каренді өмірге әкелу үшін керемет жұмыс жасады. Менің көңілім қалғаны - Кареннің анорексиясы туралы көбірек түсінік болмағаны. Ауру туралы оқыған материалдарымда (әсіресе Черри Бун О'Ниллдің керемет кітабы «Назар аударту үшін ашығу») анорексия бақылау ауруы сияқты көрінеді. Карен өзінің салмағын өмірінде басқара алатын бір нәрсе ретінде көрді. Ол өмірінің барлық басқа салаларында бақылауда екенін сезінді. Мені дұрыс түсінбеңіздер, мен оның музыканы шынымен жақсы көретініне сендім, бірақ мансабын бақылауы аз екенін сездім. Ол отбасын шынымен жақсы көрді, бірақ олар оны жақсы жеткізе алмады және ол отбасына оны қалай түсінуге болатынын білмеді. Фильм бұл туралы көбірек айта алар еді. Мен Carpenters тобының музыкасын бағалаймын және оның бүгінгі музыкаға көбірек үлес қосу үшін тірі болғанын қалаймын.","1"
"Герцогиня - Париждегі бай иесінің сарайында үш мысығымен тұратын әдемі ақ мысық. Зұлым қызметші бай кемпірдің өсиетіндегінің бәрін алдымен мысықтарға қалдырып жатқанын естігенде, қызметші ашуланады, себебі ол бәрін бірінші орынға қойғысы келеді. Сондықтан ол оларды ұйықтатып, жол жиегіне тастап кетеді. Мысықтар оянғанда, олар үйлеріне ұзақ сапарға шығады. Томас О'Мэлли есімді көшедегі ақылды мысық олармен кездесіп, көмектесуді ұсынады. Эдгар олардың үйге келе жатқанын көргенде, ашуланып, оларды Тимбуктуға пошта арқылы жібере бастайды. Бірақ Томастың достары жағдайды жақсартуға көмектесу үшін келеді. Бай әйел Париждегі барлық аллеялық мысықтар үшін үйінен кетуді шешеді.<br /><br />Бұл сүйкімді фильм. «Барлығы мысық болғысы келеді» әнін қоса алғанда, әндері жанды және көңілді. Дыбыстау шеберлігі керемет, Ева Габор (кейінірек Disney компаниясының «ҚҰТҚАРУШЫЛАР» фильмінде Бианка ханым рөлін сомдады) герцогиня рөлінде, Фил Харрис («Джунгли кітабында» Балу, Робин Гудта» кішкентай Джон) Томас рөлінде кейіпкерлеріне қызықты тұлғаларды сомдады. 1966 жылы қайтыс болар алдында Уолт Дисней бұл фильмге рұқсат берген деп болжануда. Disney жанкүйерлеріне немесе барлық жердегі мысықтарды жақсы көретіндерге ұсынылады! 10/10.","1"
"Мен бұл сериалды жаман деп атайтынын естіген жерім бар, себебі оның сюжеті тым алыс... мүмкін Филадельфиядағы жақсы такси жүргізушісі оны аздап алға тартып жатқан шығар (кем дегенде такси жүргізушілері кездестірген), бірақ бұл сериалды керемет ететін нәрсе.<br /><br />Бұл сериалдың реалити-шоудан сәл ауытқуы мәселе, бірақ ол әлі де қызықты және көңілді. Оны көру өте оңай және Майк жеңетінін білсеңіз де, өмірде ешқашан жеңбейді. Дэвид Морз - керемет актер және басты рөлді керемет сомдайды. Оның қосалқы құрамы керемет және сериалдың орналасқан жері әсіресе керемет деп айтуым керек!<br /><br />Жалпы алғанда, мен бұл сериалды реалити-шоудың жақсы дозасын немесе экшнді сериалды іздегенім үшін емес, мен бұл сериалды тамаша актерлік шеберлігі, жақсы сюжеті және әр апта сайын керемет сюжеті бар болғандықтан көремін. Сондай-ақ, оның жүріп өтетін жерлерін таңдай алатыным немесе оның қай қиылыста екенін білетінім артықшылық. Мен бұл сериалды жақсы көремін және Филадельфияны да жақсы көремін!! Бұл сериалды көріңіз!","1"
"Фильмнің басты ерекшелігі - операторлық жұмыс. Пак камераның артынан есте қаларлық көріністерді түсіруге келгенде өз ісін жақсы біледі. Әрбір кадр экраннан секіріп түсетін жарқын түстерге толы. Фильмнің әрбір кадры өз алдына бір оқиғаны баяндайтын сияқты. Бұл фильмнің Blu-ray нұсқасы шығады деп үміттенемін, себебі ол керемет көрінеді. Пактың вампир мифологиясының қандай элементтерін өз көзқарасы үшін қолданғанын көру өте қызықты. Сан Хён аман қалу және мінсіз көріну үшін қан ішуі керек, керемет күші бар және күн сәулесіне осал. Дегенмен, оның азу тістері жоқ және айнада шағылысуы да бар.<br /><br />Мен фильмді ешқашан көрмесем де, бұл Чан Ук Пактың «Ымырт» нұсқасы сияқты сезімде болдым. Фильмнің бүкіл ортаңғы бөлігі Сан Хён мен Тэ Джудың бір-біріне деген махаббатына арналған. Шын мәнінде, бұл «Ымырттың» ересектерге арналған нұсқасы сияқты сезілді. Қан, жалаңаштық, жыныстық қатынас және тіпті бірнеше әдепсіз сөздер көп. Мүмкін, бұл менің ішімдегі Чан-Ук Парк жанкүйері шығар, бірақ шынымды айтсам, бұл екеуінің ішіндегі ең жақсы фильм деп айта аламын. Пактың алдыңғы фильмдерінде маған ұнайтын психологиялық аспект - «Шөлдеу» фильмі. Бұл мен үшін маңызды фактор, себебі мені ойлануға мәжбүр ететін немесе кез келген жағынан ерекше фильм жанкүйерлердің сүйіктісіне айналады. Пактың фильмдерінің саундтректері әрқашан өз фильміне қолғап сияқты сәйкес келетін сияқты. «Шөлдеу» де ерекшелік емес. Бұл жолы саундтрек сәл нәзік болғанымен, фильмнің жалпы атмосферасына оңай сәйкес келеді.<br /><br />Фильмнің ортаңғы бөлігі фильмдегі басқаларға қарағанда ұзағырақ созылған сияқты. Бірақ бұл таңқаларлық, себебі сол кездегі көріністер фильмнің сюжеттік желісі үшін өте маңызды және егер сол көріністердің кез келгені алынып тасталса, «Шөлдеу» фильмінің сол фильм екенін елестету қиын. Соған қарамастан, бұл менің фильмдегі жалғыз таңдауым.<br /><br />Чан-Ук Пак «Шөлдеу» фильмінде вампирлер мифологиясына терең үңіліп, оған өзінің қараңғы, психологиялық бұрылысын қосады. Пактың фильмдерінде әрқашан белгілі бір формула бар немесе келесілердің көпшілігі бар сияқты: керемет сценарий, әдемі операторлық жұмыс, мықты актерлік құрам, басыңызды ауыртатын психологиялық бұрылыс және есте қаларлық аяқталу. «Шөлдеу» барлық жағынан жақсы нәтиже көрсетеді және DVD-де (және ақырында Blu-ray форматында) кинотеатрларда көрсетілімде лайықты назар аударады деп үміттенемін.","1"
"Мен бұл фильм туралы алғаш рет Паттон Освальт өзінің ""Қасқырлар мен кәмпиттер"" CD-інде айтқан кезде естідім. Ол бұл мүлдем күлкілі жоғалған классикалық фильм екенін айтты. Қорқынышты киноны жақсы көретіндіктен, мен керемет фильм күтіп тұрғанын білдім.<br /><br />Бұл фильм, шын мәнінде, мен көрген ең таңқаларлық фильмдердің бірі. Әрине, ең таңқаларлық ""Шлок"" фильмдерінің бірі. Негізінде, жын бірнеше жыл бұрын әйелге ұқсап адам кейпіне енген, әйел қайтыс болған немесе басқа нәрсе болған, жын қан жылаған, қан төсекке құлаған, төсек енді иеленген және ол қазір жейді. Жемістермен, гүлдермен және тауықпен қатар, ол адамдарға да ұнайды. Адамдар жыныстық қатынасқа түсетін жасөспірімдер, мэрлер, гангстерлер, қызметшілер немесе кәсіби оргия лақтырушылар арасында болуы мүмкін. Сондай-ақ, төсек жеп қойған, бірақ жанын бөлмедегі суреттің артына қойған ауру жігіт бар.<br /><br />Көптеген фильмдер сюжетті қызықты экшн арқылы түсінуге мүмкіндік береді. ""Өлім төсегі"" басқа жолмен жүреді: ол негізінен баяу, күңгірт кісі өлтіру көріністері орын алып жатқанда не болып жатқанын баяндау арқылы нақты айтады. Сонымен қатар, төсектің жанында тамақтанғандардың барлығы таңқаларлықтай тыныш екенін айтуым керек. Егер төсек сізді 5-сыныптың ғылыми көрмесіндегідей жеп жатса, ол аздап ауыртады деп ойлаймын. Менің ойымша, жүйке ұштары 1981 жылға дейін ойлап табылмаған.<br /><br />Оқиғасы қызық, режиссура баяу және өте қорқынышты, декорациялар сирек, актерлік шеберлігі өте ауыр, ал ағасы мен көрген ең ұсқынсыз актерлердің бірі. Егер алкоголь мен ақымақ адамдар араласса, керемет кеш фильмі болар еді. Әрине, жіберіп алмау керек фильм.","0"
"Хэллоуиннен кейін шыққан алғашқы фильмдердің бірі шығар (Хэллоуиннен Ирвин Ябаланс түсіргенімен), шынымды айтсам, ""Туристік тұзақ"" фильмі қорқынышты және көңілдірек деп таптым. ""Туристік тұзақ"" - анда-санда кездесетін керемет сыйлықтардың бірі және ең жағымды тосынсый сезімін сезінесіз. Бұл тағдырдың жазғаны деп айта аламын, бірақ бір күні кешке мен жергілікті Blockbuster-де болдым (ол сатылымнан бір-екі ай бұрын) және алатын ештеңем болмады. Содан кейін кездейсоқ осы фильмге тап болдым, меніңше, күлкілі B-фильмі сияқты, мен оны жалға алып, үйге алып кеттім, қорқынышты болдым. ""Туристік тұзақ"" нашар фильм болып көрінеді, оның жағымсыз сәттері бар, бірақ соңында сіз онымен өте көңілді боласыз, шынымен де алаңдайсыз.<br /><br />Мені ең қатты таң қалдырған және бұл фильмді мен көрген ең қорқынышты фильмдердің біріне айналдырған нәрселер - бұл түсірілім алаңы. Жақсы декорациясыз қорқынышты фильм өте қызықты емес, мұнда ондай емес. Маған тек махаббат, орналасқан жері ұнайды, біз онымен байланыса алатындай сезінеміз, бұрын болғандай сезінеміз. Бұл оны одан сайын қорқынышты етеді. Келесі кейіпкерлер, олардың ешқайсысы стереотипті емес және олардың барлығының шынайы мінезі бар. Мысалы, олар тасқұмарлар, маскүнемдер немесе тіпті жыныстық қатынасқа құмар адамдар емес, олар өздерін қарапайым жас ересектер сияқты сезінеді. Сонымен қатар, олар шынайы көрінеді, содан кейін Чак Коннорс. Ол мырза Слаузен рөлін керемет сомдайды, бізге де бірден ұнайды, себебі ол өте шынайы, ол біз сүйетін жақсы жігіт ата бейнесіндей сезінеді. Бұл фильмді қорқынышты ететін соңғы және, мүмкін, ең маңызды нәрсе - олар бізді (көрермендерді) дұрыс себептермен орындықтарымыздан жартысына секіріп, оңға бұруға мәжбүр етеді. Мысалы, қорқынышты фильмдерде көбінесе біз музыкалық дыбыстың кенеттен өзгеруіне байланысты секіреміз, бірақ ""Туристік тұзақта"" өзіңізді дайындаңыз, бұл олай емес. Жарықтандыруды, манекендерді және оғаштықтарды тамаша қолданғандықтан, өзіңізді мүлдем қорқып кеткендей сезінесіз. Сонымен қатар, маған ұнайды, себебі олар кейбір нәрселерді асыра сілтеп жіберуі мүмкін болса да, сіз әлі де осындай жағдай болуы мүмкін деп ойлайсыз. Мұндай келеке-мазақ ететін қорқынышты фильм дәл осылай істеуі керек, және бұл бізді (көрермендерді) қауіпсіз емес және қорқынышты сезінуге мәжбүр етеді.<br /><br />Жалпы алғанда, кез келген үлкен мәселеге келетін болсақ, менде ешқандай мәселе жоқ, тек оның оғаштығы кейде тым оғаш болып кетуі мүмкін. Дегенмен, соңында «Туристік тұзақ» менің жүрегіме жақын және қымбат орын алады, себебі мені шамдарды жағып, саяхаттау кезінде өзімді қауіпсіз сезінбеуге мәжбүр ететін бірнеше қорқынышты фильмдердің бірі.","1"
"Бұл фильмді әрбір бала өсіп, бұрмаланбас бұрын көруі керек, бұл идеялар ұрпақтан-ұрпаққа отбасына беріліп отырады. Мен екі түрлі жерде өстім, бірақ аралары небәрі 20 миль. Мен мектепте оқыдым және өмірімнің алғашқы 8 жылында әртүрлі түстегі сенім мен дінге жататын достарым болды. Содан кейін мен Хиллбилли еліне көштім (қазір жоқ), онда сыныбыңда бір афроамерикалық баланың болуы өте ерекше еді. Менің орта мектептегі бітіруші сыныбымда 2 немесе 3 афроамерикалық болды (құдайым-ау, неге мен жай ғана қара нәсілді деп айта алмаймын? Мені ақ нәсілді немесе ақ нәсілді деп атауға болады! Осы саяси дұрыстықтың бәрі мені де, басқаларды да ашуландырады!) Қалай болғанда да, фильмге оралсақ, адамдар бұрмаланған көзқарасқа ие болғанда не болатынын немесе надандық немесе түсінбеушілік мәдениетке немесе елге не әсер ететінін көруге тырысыңыз! Бұл керемет фильм, әсіресе балалар, барлығы көруі керек.","1"
"<br /><br />Сөзге бай, шатасқан сюжеттік желімен және кейіпкерлердің дамуының мүлдем болмауымен сізді жалықтыру процесінде бірнеше теріс қара нәсілді стереотиптерді қалыптастырады. Бір кезде мен сценарийді Джесси Хелмс бірлесіп жазды ма деп ойладым.","0"
"Оның өзіндік сәттері болды, бірақ жалпы алғанда, бала кезімде осы мультфильмді көргенде, есімнен танып қалатынмын. Мені тек мультфильм көруді тоқтатқан нәрсе - бұл мультфильм болуы, менің анимемен алғаш танысқаным шығар. Бұл сондай-ақ менің ең ұнатпайтын анимелерімнің бірі, ғарышта алып кеменің болуы туралы басқалары есімде, мағынасы жоқ, бірақ ғарышта болғандықтан қызықтырақ болды. Сондай-ақ, құстар сияқты киінген адамдармен бірге бірдеңе есімде, ол сәл таңқаларлық, бірақ қызықтырақ болды. Маған автомобиль жарыстары мүлдем ұнамайды, сол кезде ұнатпаған және әлі де ұнатпаймын, сондықтан бүгінде мен анименің жанкүйерімін, сондықтан бұл шоуды ұнатпауымның бір себебі осы шығар. Кейіпкерлер де аздап күлкілі болды, содан кейін анимация шығындарын азайту және шоуды жақсарту үшін пайдаланылған ешқандай әрекет болмаған қорқынышты көріністер болды. Дегенмен, көліктердегі гаджеттер керемет болды және сол кезде маған біраз көңіл көтеру сыйлады. Жалпы алғанда, бұл сериалды жаңа және сол дәуірдегі анимелерге қарағанда көру қиын деп санаймын, бірақ бұл тек жеке пікірім, көптеген басқа рецензенттер сериалды ұнатады деп сенімдімін, бұл керемет.","0"
"Дэвид Духовни бұл фильмнің сценарийін жазуға алты күн кеткен дейді. Бұл дұрыс сияқты.<br /><br />Бұл фильм мен көрген ең нашар фильмдердің бірі және мен Джиглиді көрдім. Ол Джигли сияқты жаман емес, бірақ бұл Саддам Хусейн Адольф Гитлер сияқты жаман болмаған дегенмен бірдей.<br /><br />Том Уоршоу Францияда француз әйелімен және 13 жасар ұлымен бірге тұрып жатыр. Ол осы уақыт бойы француз болып көрініп келеді. Ол әйеліне өзінің шын мәнінде американдық екенін айтады. Қандай да бір себептермен, бұл әйел үшін таңқаларлық ашылу, әйелі әрқашан күйеуінің американдық акцентіне қатысты пікір білдіргеніне қарамастан. Сондай-ақ, олардың ұлы - есіңізде болсын, ол Францияда дүниеге келген және әкесінің американдық екенін ешқашан білмеген - француз акцентінсіз тамаша американдық ағылшын тілінде сөйлейді. Бұл фильмдегі бірнеше үлкен сюжеттік олқылықтардың бірі ғана.<br /><br />Фильмнің негізгі бөлігі Томмидің 1970-жылдардағы Нью-Йорк қаласындағы жастық шағын еске түсіреді, ол әйеліне Францияда неге жасырынып жүргенін түсіндіреді. Бала кезіндегі ең жақын досы Паппас болды, ол кемтар ересек адам, оны Робин Уильямс қатты ойнаған. Духовни «кемтар» деп ақымақ адамды айтады деп ойлаймын, себебі Паппас кейде аздап баяу ойнайды, ал кейде ол жай ғана Робин Уильямс болып көрінеді. Иә, Уильямс шынымен де шаршаған импровизациялық стиліне сәйкес келеді, дегенмен ол ақыл-ойы баяу адамды ойнауы керек.<br /><br />Томмидің анасы, Духовнидің әйелі Теа Леони ойнайды, күйеуінің жақында қайтыс болғанына қайғыратын дәрі ішетін медбике. Леони жақсы жұмыс істейді, бірақ ол негізінен көп темекі шегеді және Томмиге тым маңызды емес нәрселер үшін айқайлайды. Сценарий оған көп жұмыс істеуге мүмкіндік бермеді. Томми сонымен қатар түрмеде отырған бір ханыммен (оны «Ханым» деп атайды) достасады және оған түрме терезесі арқылы кеңес береді (бұл түрме үйі қысқаша «Д үйі» деп аталады, сондықтан атауы солай). Томми қала көшесінде жеке мәселелерін дауыстап айтудан тартынбайды, сондықтан бұл түрмедегі қылмыскер оған кеңес бере алады, және ол көп рет абайсызда кеңес береді.<br /><br />Мен сіздерді фильмнің толық қысқаша мазмұнымен жалықтырғым келмейді, бірақ бұл фильмде сюжеттік олқылықтар көп, олар тым қатты тиюге тырысады, бірақ жаман болып шығады. Шынымен де жаман. Шынымен де жаман. Осы пойыз апатының соңына қарай сценарий барған сайын бұрмаланып, күлкілі түрде нашар аяқталумен аяқталады.<br /><br />Сыншылар «Д үйін» бөлшектеп тастады және бұл дұрыс. Кейбір адамдарға бұл фильм ұнайды деп сене алмаймын. Бұл көру өте ауыр фильм, және мен кейін өзімді әлсіз сезіндім - эмоциядан емес, оның қаншалықты қорқынышты болғанынан.","0"
"Пьеса шебер құрастырылған - жүк тасушы Кемпірқосақтан бастаңыз - және көрермендерге оның көзімен көріністі көруге мүмкіндік беріңіз. Фильм пьесаны үлкен адалдықпен баяндайды, сөзсіз, одан артық ештеңе жоқ деген қарапайым алғышартқа сүйенеді. Енді көптеген керемет кейіпкерлерді қосыңыз - және нәтижесі керемет жеңіс. Сөзсіз көру керек фильм.","1"
"Маған бұл фильм аз бюджетті, нашар операторлық жұмысты және монтаждау жұмыстарының онша жақсы емес екенін көрсететін, көңіл көншітпейтін фильм сияқты көрінді. Екінші дүниежүзілік соғыс кезіндегі сүңгуір қайықтар туралы білетіндер үшін бұл қызықты болуы мүмкін, бірақ мен басқалардың бәріне сақ болуды ұсынамын. Бұл фильмдегі көптеген көріністер біркелкі емес болды, ал кейбір актерлер сәл әлсіз болды. Ер адамдардың қысқа демалыс кезінде қайтадан жұмысқа шақырылуы туралы әңгіме шынайы болып көрінеді, бірақ оқиғада нақты темп немесе шиеленіс жоқ. Сондай-ақ, актерлердің не айтып жатқанын түсіну қиын болды, ішінара ағылшын акцентінің күштілігіне және дыбыс жазу жұмысының нашарлығына байланысты. Мен бұған 55/100 баға беремін. Көпшілік «бас тартқысы» келеді.","1"
"SHRIEKER - «Толық ай» фильмінің қойылымы. Мен не күтетінімді білдім (сапасы өте төмен), бірақ бұл фильмнің SHRIEKER көргендей ауыр болатынын күтпеген едім.<br /><br />Бұл жай ғана қорқынышты. Нашар актерлік шеберлік, сценарий мен режиссерді шатастыратын. Өлтіргім келген тітіркендіргіш кейіпкерлер. Барлығы бір аптада түсірілген шығар. Мен CHARMED эпизодтарын көрдім, олар бұл арзан фильмнен гөрі күрделірек және сенімдірек.<br /><br />Ол ешкім көрмеген нашар ойластырылған телехикаяның жетім эпизодының көрінісі мен сезімін береді. Бұл көру қиын болды және мен ойымның минут сайын күңгірттеніп бара жатқанын сездім. Фильм көру соншалықты қиын жұмыс болмауы керек.","0"
"Бұл фильмді сөзбен жеткізу мүмкін емес. Күлкілі стереотиптерге, ақымақ сюжетке және нашар музыкаға толы бұл фильмде барлық дерлік санаттарда кемшіліктер бар.<br /><br />IMDB титрлеріне алданбаңыз. Бұл Майкл Дорнның фильмі емес. Ол үлкен жоспардағы екінші дәрежелі кейіпкер.<br /><br />Титрлерде ""Ханзада"" есімді актер де бар - бұл мені бұрын белгілі болған әртіс пе екен деп ойлануға мәжбүр етеді... Сонымен қатар, мен бұл фильмді тек сол үшін көруге тұрарлық деп ойламаймын.<br /><br />Қысқаша мазмұны... бір топ команда... біреуінде бүйрек бар... біреуінде 35 000 доллар бар... біреуінде ""Заңсыз зат"" бар.... ал біреуінде 350 000 доллар бар. Кіммен кездесу керек, кек алу және тағы басқалар туралы шатасулар мен шатасуларды қоссаңыз, сіз осындай шатасушылыққа тап боласыз.<br /><br />Таңдау мүмкіндігі болса, мен бұл фильмді қабылдамас едім.","0"
"Мен бір айлық жалақымның «The Magnificent Seven Returns» (MSR) фильмі теледидарға арналған деп ойлаймын. Басқа рецензенттер MSR фильмінің театрландырылғанын растайды, мен олардың сөзіне сенемін. Логикалық жауап ретінде оның бастапқыда теледидар үшін түсірілгенін және студияның жүрегін ауыстырғаннан кейін кинотеатрларда көрсетілгенін айту керек. Әрбір актер негізінен теледидар актері: Мариетт Хартли, Майкл Каллен, Ральф Уэйт, Стефани Пауэрс... барлығы теледидар актерлері. Ли Ван Клиф уақытын теледидар мен театр экрандары арасында бөлді. Стефани Пауэрс теледидардағы өте өнімді мансабының соңғы отыз жылында тек 3 немесе 4 «шынайы» фильмге түсті - бұл фильмнің теледидар үшін түсірілгені анық. Қосымша рөлдерді сомдайтын актерлер - «Gunsmoke», «Wild Wild West», «San Francisco Streets» және т.б. фильмдерінің ескі қайталауларында көруге болатын тәжірибелі шағын экран актерлері.<br /><br />Қызық декорациялары Universal Studios Tour декорацияларымен бірдей, көбінесе ескі эпизодтық теледидарда көрінеді. Ал монтаждау теледидардың бір-екі рет асығыстығын көрсетеді, камера қозғалыстары, орналасуы, кесілуі және жарықтандыруы шектеулі. Берштейннің түпнұсқа тақырыптарын қоспағанда, дыбыс жолы жетпісінші жылдардағы теледидардан алынған. Иә, теледидар үшін түсірілгеніне сенімдімін.<br /><br />MSR-ді бағалаудағы маңызды мәселе осы. Бастапқыда мен MSR-ді кабельді теледидардан ескі кинотеатрларда шығарылған деп ойлап көрдім. Түпнұсқа «Ғажайып жетілікпен» салыстырғанда, бұл әзіл, мультфильм, кино түсірудің әуесқойлық әрекеті. Актерлік шеберлік, жарықтандыру, сценарий, декорациялар, экшн, операторлық жұмыс, музыка (Берштейн тақырыптарын қоспағанда), монтаждау, қарқын,... бәрі 60-шы жылдардағы мінсіз вестернге жақын және барлық уақыттағы ең керемет экшн фильмдердің бірі болып табылатын классикалық «Ғажайып жетілікпен» салыстырғанда әлсіз. <br /><br />Дегенмен, 70-ші жылдардың басындағы теледидарға арналған фильм ретінде қарастырсақ, менің ойымша, фильм шын мәнінде орташа деңгейден жақсы. 70-жылдарды ересек адам ретінде бастан кешірген бақытсыздар менің не туралы айтып тұрғанымды түсінеді. MSR ""Alias Smith and Jones"" және сол сияқты қарапайым телешоулармен бәсекелесер еді. Жетпісінші жылдары ""Gunsmoke"" сапалы шоу болды, экшнге емес, кейіпкерлердің дамуына бағытталған, қарулы ойынды аптасына екі рет атысқа дейін төмендетіп көрсетті. Бірінші атыс, әдетте кісі өлтіру, сағаттық сюжетті қозғалысқа келтіреді - екінші атыс қонақ жұлдызды, оның жауын өлтірумен немесе маршал Мэтт Диллонмен қақтығысты шешумен эпизодтың шарықтау шегіне жетеді. MSR-де ""Gunsmoke""-тің тұтас маусымынан гөрі экшн көп. Осы тұрғыдан алғанда - осы тұрғыдан алғанда - MSR - бұл сол онжылдықтағы теледидарлық бағадан әлдеқайда жоғары ойын-сауық.","0"
"«Grosse Pointe Blank» фильмі шынымен де орташа деңгейден төмен болды. Оның хит-мэн тақырыбы өте құрғақ және хит-мэн триллерінен гөрі романтикалық комедияға көбірек ұқсайды. Актерлік шеберлік өте қалыпты. Кейде кейіпкерлердің рөлдері өте ұят, көптеген кейіпкерлер өте «экстрацентрлік» болып көрінеді, бұл мені қатты ашуландырады. Барлық кездесу және «Уау, мен сені 10 жылдан бері көрген жоқпын!» элементі өте жағымсыз және көптеген көріністер созылып кетеді, әсіресе соңына жақын, олар шынайы кездесу кешінде болған кезде және кейіпкерлер бұрынғы сыныптастарының әрқайсысын бір-бірлеп амандасып жатқанда. Мұның бәрі өте жағымсыз, мағынасыз және нашар орындалған сияқты. <br /><br />Дэн Акройдтың «қарсылас» кісі өлтіруші ретіндегі рөлі өте сирек. Ол басында бір рет және дәл соңында «соңғы шоуда» пайда болатын сияқты, ол өте жоғары бағаланған, бірақ мүлдем нәтиже бермейді.<br /><br />Саундтрек те өте орташа. Бұл фильмдегі әндердің көпшілігі 1980 жылдардан шыққан және екі-үшеуінен басқасы өте нашар. Әдемі емес фильмнің орнына әндерді тыңдау бұл фильмнің айналасындағы жағымсыздықты арттырады.<br /><br />Мен ұсақ-түйек нәрселердің қаншалықты тітіркендіргіш және өте жаман болғаны туралы айта аламын, мысалы, өте тез пайда болып, кететін экшн-кезеңдердің өте аз болуы, кейіпкерлердің дамуының болмауы және бүкіл оқиғаның сол бөлімде қаншалықты нашар салынғаны, Кусактың кейіпкерінің тіпті хит адам екенін ұмытып кететіні туралы, өйткені бұл элемент мүлдем жоқ.<br /><br />Комедия оны күлкілі деп санайтындай; бірақ олай емес. Мен бұл фильм кезінде бірде-бір рет күлген жоқпын. Әрине, мүмкін мен анда-санда күліп қоятын шығармын, бірақ менің жалғыз НАҒЫЗ жақсы ойым - фильмнің аяқталуға жақын қалғанын түсінген кезде!<br /><br />Өтінемін, IMDb рейтингі салыстырмалы түрде жоғары (бірақ өте қате) болса да, «Grosse Pointe Blank» фильмімен уақытыңызды босқа өткізбеңіз. Мен осы сайтта осы фильмнен де жақсы, бірақ рейтингі төмен фильмдерді көрдім, бұл сізге одан да жақсы фильмдердің БАР екенін көрсетеді. Тек бұған мән бермеңіз.","0"
